name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0,0,0.03,78,26,8.9,9
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0,0,0.03,0,0.03,71.46701671748255,NA,7.4,5
Planet of the Apes,GBA,2001,Action,Ubisoft,0.02,0.01,0,0,0.03,54,6,4.2777990139163435,NA
Real World Golf,XB,2006,Sports,Mad Catz,0.02,0.01,0,0,0.03,74,12,7.852766664755859,NA
GTR Evolution,PC,2008,Racing,Atari,0,0.02,0,0,0.03,83,19,8.2,63
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0,0.03,0,0,0.03,73,36,6.9,583
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0,0,0,0.03,75,18,7.5,8
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,0.02,0,0,0.03,87,52,8.2,275
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0,0,0.03,83,5,7.7,88
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0,0.03,90,5,6.8,130
Resident Evil 4,PC,2007,Action,Ubisoft,0,0.02,0,0,0.03,76,15,7.4,242
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.03,48,15,3.205308718664489,NA
007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0,0,0.03,70,18,6.3,55
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.02,0.01,0,0,0.03,54.1242024446204,NA,4.3,7
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0,0,0.03,44,14,7.2,5
Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0,0,0.03,54,5,6.6,5
World of Zoo,PC,2009,Simulation,THQ,0,0.02,0,0.01,0.03,77.06147293453486,NA,8.4,11
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.03,70,7,7,4
Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,0.02,0.01,0,0,0.03,61,24,5.529037691710174,NA
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0,0.03,68,16,5.2,19
World of Tanks,X360,N/A,Shooter,N/A,0,0.03,0,0,0.03,59.15921303996748,NA,5.2,9
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0,0,0,0.03,73,11,6.6,17
Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0,0,0,0.03,81,16,8.5,6
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0,0,0.03,44,16,8.6,5
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0,0,0.03,48,9,4.6,78
Whiteout,XB,2002,Racing,Konami Digital Entertainment,0.02,0.01,0,0,0.03,58,4,4.992792544084247,NA
Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0,0,0,0.03,73,7,7.674018282213884,NA
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,0.02,0,0.01,0.03,73,16,8.4,12
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.03,88,31,8.4,124
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0,0,0,0.03,47,27,8.2,12
Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0,0,0.03,71,7,8.7,6
Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0,0,0.03,61,9,5.529037691710174,NA
Braid,PC,2009,Platform,Number None,0,0.02,0,0,0.03,90,11,8.6,819
Syberia,PC,2002,Action,Microids,0,0.02,0,0,0.03,82,26,8.5,235
Turn It Around,DS,2006,Action,505 Games,0.03,0,0,0,0.03,39,11,4.5,4
Jack Keane,PC,2008,Adventure,Kalypso Media,0,0.02,0,0,0.03,69,25,7,21
Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0,0,0.03,63,8,6.2,5
Ride,PC,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03,68,8,4.8,30
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.02,0.01,0,0,0.03,76,23,8.210263429839811,NA
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03,71,8,7.316521517129932,NA
Battle vs. Chess,PC,N/A,Misc,TopWare Interactive,0,0.02,0,0,0.03,69,5,5.9,12
The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0,0,0,0.03,26,6,-0.7271556972589784,NA
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0,0,0.03,65,14,6.244031221878077,NA
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0,0,0.03,79,15,7.9,55
Bus Simulator 16,PC,2016,Simulation,Astragon,0,0.03,0,0,0.03,46,8,6.1,18
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0,0.03,70.90757109577731,NA,7.3,4
Super Duper Sumos,GBA,N/A,Action,Unknown,0.02,0.01,0,0,0.03,57,5,4.814044161542271,NA
CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03,41,6,1.9540700408706584,NA
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0,0,0,0.03,66,16,4.5,4
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03,77,33,6.9,30
Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03,68,5,6.780276369504005,NA
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0,0,0,0.03,41,7,1.9540700408706584,NA
Botanicula,PC,2012,Adventure,Daedalic Entertainment,0,0.02,0,0,0.03,82,38,8.3,341
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,0.01,0.01,0,0,0.03,45,14,2.6690635710385613,NA
Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0,0,0.03,78,33,7.8,13
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0,0,0.03,49,12,3.3840571012064644,NA
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0,0,0,0.03,64,15,7.9,10
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0,0.02,0,0,0.03,74,16,8.6,60
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0,0,0.03,58,4,3.5,4
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0,0,0.03,83,8,8.6,5
Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0,0,0.03,62,7,5.70778607425215,NA
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,0.02,0.01,0,0,0.03,78,15,8.567760194923762,NA
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0,0.01,0,0.03,43,5,7.4,24
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0,0,0,0.03,55,13,4.456547396458319,NA
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,0.02,0.01,0,0,0.03,47,11,3.026560336122513,NA
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.03,73,32,7.4,57
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0,0.03,62,13,8.5,11
Putty Squad,PSV,2013,Platform,System 3,0.01,0.01,0,0.01,0.03,75.94258169112439,NA,8.2,6
Gotcha Force,GC,2003,Shooter,Capcom,0.01,0,0.01,0,0.03,56,24,8.2,17
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03,59,9,6,20
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,0.02,0,0,0.03,84,48,7.5,133
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0,0.02,0,0,0.03,70,6,7.137773134587956,NA
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0,0.01,0,0.03,82,4,6.6,8
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,0.02,0,0,0.03,83,14,8.4,52
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0,0.03,0,0,0.03,79.29925542135578,NA,8.8,4
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0,0,0.03,75,18,9,9
Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0,0,0.03,74,22,9.3,6
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.03,66,10,6.422779604420053,NA
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,0.02,0,0,0.03,86,46,9,802
Magicka,PC,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03,74,44,7.6,602
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0,0,0.03,76,17,6.5,11
Under the Skin,PS2,2004,Action,Capcom,0.01,0.01,0,0,0.03,55,30,4.456547396458319,NA
NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,75,14,7.7,6
MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.03,45,4,2.6690635710385613,NA
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.03,68,12,7.4,55
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.01,0,0.01,0.03,76.50202731282963,NA,8.3,8
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0,0.02,0,0,0.03,84,30,8.7,104
Battlezone,PSP,2006,Shooter,Atari,0.02,0,0,0,0.03,57,13,4.814044161542271,NA
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,0.03,0,0.03,63,29,6.1,34
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0,0,0.03,53,32,6.7,10
Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,68,4,9.3,4
MySims,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03,70,12,6.4,8
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0,0.03,74,9,7.3,24
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0,0,0,0.03,33,4,2.5,4
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,0.02,0,0,0.03,46,9,4.7,46
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,0.02,0,0,0.03,59,4,6.6,19
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.03,57,11,7.8,9
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03,72,11,7.5,257
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0,0.02,0,0,0.03,47.970300605862874,NA,3.2,26
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03,72,8,7.4,7
Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,0.02,0,0,0,0.03,71.46701671748255,NA,7.4,7
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.03,73.70479920430347,NA,7.8,6
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,0.02,0.01,0,0,0.03,36.78138817175826,NA,1.2,5
Metal Saga,PS2,2005,Role-Playing,Success,0.01,0.01,0,0,0.03,62,26,7.3,9
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03,72,4,8.3,15
CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03,31,7,0.16658621545090047,NA
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03,80,48,6.8,326
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03,65,5,6.4,24
Bookworm,GBA,2004,Puzzle,Unknown,0.02,0.01,0,0,0.03,62,5,5.70778607425215,NA
My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0,0,0,0.03,60,4,5.350289309168199,NA
Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0,0.03,63,15,6.3,87
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.03,41.256953145400104,NA,2,6
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,0.02,0,0,0.03,73,16,7.9,222
Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0,0,0.03,57,6,4.814044161542271,NA
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0,0.03,67,17,6.2,12
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,0.01,0.01,0,0,0.03,52,13,5.3,9
Ducati Moto,DS,2008,Racing,Vir2L Studios,0.02,0,0,0,0.03,69,4,6.9590247520459805,NA
Drome Racers,GBA,2003,Racing,THQ,0.02,0.01,0,0,0.03,73,9,7.674018282213884,NA
SWAT 4,PC,2005,Shooter,Vivendi Games,0,0.02,0,0,0.03,85,49,8.6,224
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0,0,0.03,89,27,8.6,327
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0,0,0.03,66.9914517438407,NA,6.6,5
Magicka Collection,PC,2011,Adventure,Unknown,0,0.02,0,0,0.03,72.02646233918777,NA,7.5,6
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.03,54,6,6.2,11
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0,0,0,0.03,45,9,7.3,4
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0,0.02,0,0.01,0.03,68.11034298725116,NA,6.8,13
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.03,62,22,6.4,11
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,0.02,0,0,0,0.03,70,4,7.137773134587956,NA
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0,0.03,80,51,7.9,159
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,0.02,0,0,0.03,74,31,8.4,46
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,0.02,0,0,0.02,75.94258169112439,NA,8.2,11
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,0.02,0,0,0,0.02,67,15,6.1,7
GRID Autosport,PC,2014,Racing,Codemasters,0,0.02,0,0,0.02,78,35,6.2,257
Tube Slider,GC,N/A,Racing,Unknown,0.02,0,0,0,0.02,62,21,5.70778607425215,NA
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0,0.02,0,0,0.02,57,24,6.7,42
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0,0,0.02,26,8,3.7,6
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0,0,0,0.02,67,8,6.6015279869620285,NA
Serious Sam Advance,GBA,2004,Shooter,Global Star,0.02,0.01,0,0,0.02,51,9,7.2,10
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0,0.02,0,0,0.02,51.88641995779948,NA,3.9,8
Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0,0,0.02,60,25,8,4
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0,0,0.02,70,19,8,8
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.02,48,4,5.5,4
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.01,0.01,0,0,0.02,51,21,6,6
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0,0,0.02,86,14,7.7,255
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02,58,22,7.1,81
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,0.02,0.01,0,0,0.02,58,7,4.992792544084247,NA
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment,0.02,0.01,0,0,0.02,53,7,4.099050631374368,NA
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0,0.01,0,0.02,75.94258169112439,NA,8.2,72
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0,0,0.02,56,6,7.7,6
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,0.02,0,0,0.02,78,20,7.8,20
Moto Racer DS,DS,2008,Racing,Nobilis,0,0.02,0,0,0.02,73,6,7.674018282213884,NA
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,0,0.02,82,46,6.5,565
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,0.02,0,0,0.02,75,25,8.6,79
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,0,0.02,0,0,0.02,72,15,8.7,55
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0,0.02,0,0,0.02,86,54,7.9,374
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.02,66,13,6.422779604420053,NA
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0,0,0.02,71,28,9.2,27
AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02,30,4,4.2,5
Worms,PS3,2009,Strategy,Sony Computer Entertainment,0,0.02,0,0.01,0.02,76,9,6.9,18
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0,0,0.02,65,11,5.3,4
Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.01,0,0,0.02,80,8,8.925256960007713,NA
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02,66,19,7.7,44
Sheep,PS,2000,Strategy,Empire Interactive,0.01,0.01,0,0,0.02,71,6,7.316521517129932,NA
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,40,12,5.4,8
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02,72.585907960893,NA,7.6,7
ParaWorld,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.02,71,29,8.3,23
AirForce Delta Storm,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.02,71,6,7.316521517129932,NA
Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment,0,0.02,0,0,0.02,66,14,6.422779604420053,NA
Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,0.02,0,0,0,0.02,63,19,5.886534456794125,NA
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.02,51,24,7.6,14
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0,0.02,0,0,0.02,62,31,6.5,36
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,0,0.02,35,10,4,6
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02,69.22923423066163,NA,7,4
Pharaoh,PC,1998,Strategy,Vivendi Games,0,0.02,0,0,0.02,78.18036417794531,NA,8.6,45
Thunderbirds,GBA,2004,Shooter,Vivendi Games,0.02,0.01,0,0,0.02,47,11,3.026560336122513,NA
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0,0.02,39,8,2.2,5
Total Immersion Racing,XB,2002,Racing,Empire Interactive,0.02,0.01,0,0,0.02,60,7,5.350289309168199,NA
Luxor: The Wrath of Set,PSP,2006,Puzzle,Mumbo Jumbo,0.02,0,0,0,0.02,60,16,5.350289309168199,NA
Demigod,PC,2009,Strategy,Atari,0,0.02,0,0,0.02,76,50,7.9,183
Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0,0.02,0,0,0.02,78.73980979965054,NA,8.7,6
Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02,0,0,0,0.02,59,8,7.1,11
Blender Bros.,GBA,2002,Platform,Unknown,0.02,0.01,0,0,0.02,73,10,7.674018282213884,NA
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,0.02,0,0,0.02,45,11,6.8,45
DemiKids: Light Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0,0,0.02,62,8,8.3,15
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0,0.02,70,17,5.7,39
Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0,0,0,0.02,62,12,6.4,5
SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0,0.02,63,27,4.3,95
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision,0.02,0,0,0,0.02,66.43200612213548,NA,6.5,4
Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02,66,34,6.2,694
RayCrisis: Series Termination,PS,1999,Shooter,JVC,0.01,0.01,0,0,0.02,67,8,6.6015279869620285,NA
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02,52,13,7.9,34
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,78,20,7.3,185
Toxic Grind,XB,2002,Sports,THQ,0.02,0,0,0,0.02,49,9,3.3840571012064644,NA
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0,0.02,78,11,8,58
ScrapLand,XB,2005,Action,Deep Silver,0.02,0,0,0,0.02,73,20,7.4,5
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,79,22,7.9,130
DiRT,PC,2007,Racing,Codemasters,0,0.02,0,0,0.02,84,20,7.3,91
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0,0.02,0,0,0.02,86,12,8.6,38
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0,0.01,0.01,0,0.02,64,11,7.3,10
Ceville,PC,2009,Action,Kalypso Media,0,0.02,0,0,0.02,73,17,8.2,21
Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,78,9,8.3,12
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,0.01,0,0,0.02,77,20,8.1,19
Samurai Shodown V,XB,2006,Fighting,Ignition Entertainment,0.02,0,0,0,0.02,58,29,4.992792544084247,NA
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0,0.02,0,0,0.02,90,7,8.6,37
Pro Fishing Challenge,XB,2004,Sports,Atlus,0.02,0,0,0,0.02,62,11,9.1,9
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0,0,0.02,0,0.02,81,34,9,76
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0,0,0,0.02,67,5,6.6015279869620285,NA
Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.02,33.42471444152688,NA,0.6,5
Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0,0,0.02,59,44,8.6,51
RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0,0,0,0.02,71,11,7.4,5
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02,31,22,4.5,66
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0,0,0.02,54,20,7.4,5
GT Legends,PC,2005,Racing,Atari,0,0.02,0,0,0.02,84,21,8.6,44
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0,0,0,0.02,60.837549905083165,NA,5.5,8
Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,0.02,0,0,0.02,79,8,6.4,134
Kung Fu Panda,PC,2008,Action,Activision,0,0.02,0,0,0.02,71,11,7.8,12
Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,0.02,0,0,0.02,73,19,6.9,171
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0,0.02,0,0,0.02,54.1242024446204,NA,4.3,7
NFL Blitz Pro,GC,2003,Sports,Midway Games,0.02,0,0,0,0.02,71,9,7.316521517129932,NA
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,0.02,68,24,6.7,42
Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,0.02,0,0,0,0.02,62,27,5.70778607425215,NA
Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02,38,9,1.417824893244731,NA
Zathura,XB,2005,Adventure,Take-Two Interactive,0.02,0,0,0,0.02,48,15,5.5,4
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0,0.02,0,0,0.02,78,11,7.8,186
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0,0,0.02,0,0.02,40,17,7,5
Muppets Party Cruise,GC,2003,Misc,TDK Mediactive,0.02,0,0,0,0.02,74.82369044771393,NA,8,5
Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02,79,18,8.1,124
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0,0.02,0,0,0.02,36,4,3.9,20
F1 Race Stars,PC,2012,Racing,Codemasters,0,0.02,0,0,0.02,62,8,5.4,46
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0,0,0.02,69.22923423066163,NA,7,5
Serious Sam: Next Encounter,GC,2004,Shooter,Global Star,0.02,0,0,0,0.02,69,18,8.4,9
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0,0,0,0.02,53,11,4.5,8
Freedom Wings,DS,2006,Simulation,Natsume,0.02,0,0,0,0.02,46,7,7.7,6
Unreal Anthology,PC,2006,Shooter,Midway Games,0,0.02,0,0,0.02,79.29925542135578,NA,8.8,5
18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0,0.02,0,0,0.02,74.82369044771393,NA,8,10
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,89,58,9.2,3717
Steal Princess,DS,N/A,Platform,Unknown,0.02,0,0,0,0.02,60,14,5.350289309168199,NA
Iron Phoenix,XB,2005,Fighting,Sega,0.02,0,0,0,0.02,58,11,6.5,4
Kuon,PS2,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02,57,20,7.7,9
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,0.02,0,0,0,0.02,57,9,4.814044161542271,NA
Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0,0,0,0.02,65.313114878725,NA,6.3,4
Fuel,PC,2009,Racing,Codemasters,0,0.02,0,0,0.02,67,16,6.7,86
