rank,name,basename,genre,esrb_rating,platform,publisher,developer,jp_sales,year
9413,Mega Man III,mega-man-iii,Platform,unrated,nintendo,Capcom,Capcom,0.18,1992
9420,Otomedius Excellent,otomedius-excellent,Shooter,T,xbox,Konami,Konami,0.04,2011
9423,Toukiden,toukiden,Action,unrated,playstation,Tecmo Koei,Omega Force,0.18,2013
9424,Danganronpa V3: Killing Harmony,danganronpa-v3-killing-harmony,Adventure,M,playstation,NIS America,Spike Chunsoft,0.13,2017
9433,Naruto Shippuden: Dragon Blade Chronicles,naruto-shippuden-dragon-blade-chronicles,Action,E10,nintendo,Atlus,8ing/Raizing,0.05,2010
9438,Mobile Suit Gundam Seed Destiny: Generation of C.E.,mobile-suit-gundam-seed-destiny-generation-of-ce,Action,unrated,playstation,Bandai,Bandai,0.18,2005
9444,Armored Core: Last Raven,armored-core-last-raven,Simulation,T,playstation,Agetec,From Software,0.08,2006
9453,K-1 World Grand Prix,k-1-world-grand-prix,Sports,T,playstation,Konami,Konami,0.1,2003
9454,Lego Star Wars: The Force Awakens,lego-star-wars-the-force-awakens,Action-Adventure,E10,playstation,Warner Bros. Interactive Entertainment,TT Fusion,0.02,2016
9455,Kidou Senshi Gundam: Senjou no Kizuna Portable,kidou-senshi-gundam-senjou-no-kizuna-portable,Strategy,unrated,playstation,Namco Bandai,Access Games,0.18,2009
9457,Super Robot Taisen A Portable,super-robot-taisen-a-portable,Strategy,unrated,playstation,Namco Bandai,Banpresto,0.18,2008
9464,Yu-Gi-Oh! Zexal Clash! Duel Carnival!,yu-gi-oh-zexal-clash-duel-carnival,Misc,unrated,nintendo,Konami Digital Entertainment,Konami,0.08,2014
9468,Biohazard: Revival Selection,biohazard-revival-selection,Action,unrated,playstation,Capcom,Capcom,0.18,2011
9469,SimCity Creator (JP sales),simcity-creator-jp-sales,Simulation,unrated,other,Electronic Arts,The Sims Studio,0.18,2008
9470,Tales of the Tempest,tales-of-the-tempest,Role-Playing,unrated,other,Namco,Dimps Corporation,0.18,2006
9474,Dynasty Warriors: Gundam 3,dynasty-warriors-gundam-3,Action,T,xbox,Tecmo Koei,Omega Force,0.02,2011
9482,Velvet Assassin,velvet-assassin,Shooter,M,xbox,SouthPeak Interactive,Replay Studios,0.01,2009
9493,Summon Night 4,summon-night-4,Role-Playing,unrated,playstation,Banpresto,Flight-Plan,0.18,2006
9495,Pro Yakyuu Spirits 5,pro-yakyuu-spirits-5,Sports,unrated,playstation,Konami,PawaPuro Production,0.18,2008
9508,Demon Gaze,demon-gaze,Misc,unrated,playstation,NIS America,Unknown,0.09,2014
9513,Time and Eternity,time-and-eternity,Role-Playing,T,playstation,NIS America,imageepoch Inc.,0.06,2013
9520,Winning Eleven: Pro Evolution Soccer 2007,winning-eleven-pro-evolution-soccer-2007,Sports,E,other,Konami,Konami Computer Entertainment Tokyo,0.17,2007
9526,Major League Baseball 2K9,major-league-baseball-2k9,Sports,E,playstation,2K Sports,Visual Concepts,0,2009
9533,Global Defence Force,global-defence-force,Shooter,unrated,playstation,Essential Games,Sandlot,0.17,2007
9538,SaGa 2: Hihou Densetsu - Goddess of Destiny,saga-2-hihou-densetsu-goddess-of-destiny,Role-Playing,unrated,other,Square Enix,Square Enix,0.17,2009
9540,Super Robot Taisen L,super-robot-taisen-l,Strategy,unrated,other,Namco Bandai,Banpresto,0.17,2010
9544,The King of Fighters '97,the-king-of-fighters-97,Fighting,unrated,playstation,Trigger Apps,SNK Corporation,0.16,1998
9548,Kekkaishi: Karasumori Ayakashi Kidan,kekkaishi-karasumori-ayakashi-kidan,Action,unrated,other,Namco Bandai,Bandai Namco Games,0.17,2007
9553,Trauma Team,trauma-team,Simulation,T,nintendo,Atlus,Atlus Co.,0.02,2010
9559,Lost in Blue 3,lost-in-blue-3,Adventure,E10,other,Konami,Konami,0.06,2008
9565,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,the-idolmster-shiny-festa---honey-sound,Music,unrated,playstation,Namco Bandai Games,Bandai Namco Games,0.17,2012
9568,Pro Evolution Soccer 2014,pro-evolution-soccer-2014,Sports,E,playstation,Konami Digital Entertainment,Konami,0.14,2013
9573,Katamari Damacy Reroll,katamari-damacy-reroll,Action,unrated,nintendo,Bandai Namco Entertainment,Bandai Namco Games,0.02,2018
9576,Mega Man 11,mega-man-11,Platform,unrated,playstation,Capcom,Capcom,0.03,2018
9578,Power Pro Kun Pocket,power-pro-kun-pocket,Sports,unrated,nintendo,Konami,Diamond Head,0.17,1999
9579,The King of Fighters '97,the-king-of-fighters-97,Fighting,unrated,other,SNK,SNK Corporation,0.17,1998
9580,Tamagotchi no Narikiri Challenge,tamagotchi-no-narikiri-challenge,Action,unrated,other,Namco Bandai,Bandai Namco Games,0.17,2010
9581,Space Battleship Yamato: Harukanaru Hoshi Iscandar,space-battleship-yamato-harukanaru-hoshi-iscandar,Strategy,unrated,playstation,Bandai,Bandai,0.16,1999
9582,Sound Novel Evolution 1: Otogirisou Sosei-Hen,sound-novel-evolution-1-otogirisou-sosei-hen,Adventure,unrated,playstation,ChunSoft,ChunSoft,0.16,1999
9583,Let's TAP,lets-tap,Misc,E,nintendo,Sega,PROPE,0.01,2009
9590,Dragon Quest X,dragon-quest-x,MMO,unrated,nintendo,Square Enix,Square Enix,0.17,2014
9597,Resident Evil 6,resident-evil-6,Shooter,M,playstation,Capcom,Capcom,0.05,2016
9603,Jikkyou Powerful Pro Yakyuu 2013,jikkyou-powerful-pro-yakyuu-2013,Sports,unrated,playstation,Konami Digital Entertainment,Konami,0.17,2013
9604,The King of Fighters '95,the-king-of-fighters-95,Fighting,T,playstation,Sony Computer Entertainment,SNK Corporation,0.16,1996
9605,Jikkyou Powerful Pro Yakyuu 2014,jikkyou-powerful-pro-yakyuu-2014,Sports,unrated,playstation,Konami Digital Entertainment,Konami Digital Entertainment,0.17,2014
9607,Hanjuku Eiyuu Tai 3D,hanjuku-eiyuu-tai-3d,Role-Playing,unrated,playstation,Square Enix,Square Enix,0.17,2003
9608,.hack//G.U. Vol.3//Redemption,.hack,Role-Playing,T,playstation,Namco Bandai,CyberConnect2,0.17,2007
9610,Super Robot Taisen Compact 2 Dai-1-Bu,super-robot-taisen-compact-2-dai-1-bu,Strategy,unrated,nintendo,Bandai,Bandai,0.17,2000
9618,Macross Ultimate Frontier,macross-ultimate-frontier,Action,unrated,playstation,Namco Bandai,ArtDink,0.17,2009
9626,Tokyo Xtreme Racer,tokyo-xtreme-racer,Racing,E,other,Crave Entertainment,Genki,0.17,1999
9628,Fighter Maker,fighter-maker,Fighting,T,playstation,Agetec,ASCII Entertainment,0.07,1999
9629,Ar nosurge: Ode to an Unborn Star,ar-nosurge-ode-to-an-unborn-star,Role-Playing,T,playstation,Tecmo Koei,Gust,0.06,2014
9637,Final Fantasy XIV: Heavensward,final-fantasy-xiv-heavensward,MMO,T,playstation,Square Enix,Square Enix,0.06,2015
9640,Mahjong Fight Club,mahjong-fight-club,Misc,unrated,playstation,Konami,Konami,0.17,2004
9642,Bomberman 64: The Second Attack!,bomberman-64-the-second-attack,Adventure,E,nintendo,Vatical Entertainment,Hudson Soft,0.11,2000
9647,Final Fantasy XIV: Stormblood,final-fantasy-xiv-stormblood,MMO,T,playstation,Square Enix,Square Enix,0.04,2017
9653,Gundam Assault Survive,gundam-assault-survive,Simulation,unrated,playstation,Namco Bandai,Bandai Namco Games,0.17,2010
9656,Fate/stay night [Realta Nua],fate,Adventure,unrated,playstation,Kadokawa Shoten,Type-Moon,0.17,2007
9665,Guilty Gear Xrd: Sign,guilty-gear-xrd-sign,Fighting,T,playstation,Aksys Games,Arc System Works,0.04,2014
9667,Space Griffon VF-9,space-griffon-vf-9,Role-Playing,E,playstation,Atlus,Panther Software,0.12,1995
9671,.hack//G.U. Vol.1//Rebirth,.hack,Role-Playing,T,playstation,Namco Bandai,CyberConnect2,0.17,2006
9672,N3 II: Ninety-Nine Nights,n3-ii-ninety-nine-nights,Action,M,xbox,Konami,Q Entertainment / Phantagram / FeelPlus,0.04,2010
9679,The Cursed Crusade,the-cursed-crusade,Action,M,playstation,Atlus,Kylotonn Entertainment,0.01,2011
9681,Gyakuten Saiban 3,gyakuten-saiban-3,Adventure,unrated,nintendo,Capcom,Capcom,0.16,2004
9682,Gallop Racer 2001,gallop-racer-2001,Sports,E,playstation,Tecmo,Tecmo,0.06,2001
9692,Bomberman B-Daman,bomberman-b-daman,Shooter,unrated,nintendo,Hudson Soft,Hudson Soft,0.17,1996
9694,Beat Down: Fists of Vengeance,beat-down-fists-of-vengeance,Action,M,playstation,Capcom,Cavia Inc.,0.09,2005
9698,BlazBlue: Central Fiction,blazblue-central-fiction,Fighting,T,playstation,Aksys Games,Arc System Works,0.05,2016
9705,Sword of the Samurai,sword-of-the-samurai,Fighting,unrated,playstation,Unknown,LightWeight,0.17,2010
9711,Naruto Shippuden: Ultimate Ninja 5,naruto-shippuden-ultimate-ninja-5,Fighting,unrated,playstation,Namco Bandai,CyberConnect2,0.17,2009
9714,Final Fantasy V,final-fantasy-v,Role-Playing,unrated,playstation,SquareSoft,SquareSoft,0.16,1999
9726,Disney Golf,disney-golf,Sports,E,playstation,Electronic Arts,Tikipod,0.02,2002
9728,Valkyrie Drive: Bhikkhuni,valkyrie-drive-bhikkhuni,Action,M,playstation,PQube,Marvelous Entertainment,0.11,2016
9732,Clock Tower II: The Struggle Within,clock-tower-ii-the-struggle-within,Adventure,M,playstation,Agetec,Human Entertainment,0.12,1999
9739,Hyperdimension Neptunia Victory,hyperdimension-neptunia-victory,Role-Playing,T,playstation,Compile Heart,Idea Factory,0.06,2013
9743,Densetsu no Stafi 4,densetsu-no-stafi-4,Platform,unrated,other,Nintendo,TOSE,0.17,2006
9745,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon-jp-sales,Role-Playing,M,playstation,Atlus,Atlus Co.,0.17,2009
9749,Bomberman Land,bomberman-land,Misc,E,nintendo,Hudson Soft,Hudson Soft,0.03,2008
9751,Tokimeki Memorial: Private Collection,tokimeki-memorial-private-collection,Misc,unrated,playstation,Konami,Konami,0.16,1996
9753,NBA Street Homecourt,nba-street-homecourt,Sports,E,playstation,Electronic Arts,EA Canada,0,2007
9760,Far East of Eden II: Manji Maru,far-east-of-eden-ii-manji-maru,Role-Playing,unrated,playstation,Hudson Soft,Hudson Soft,0.17,2003
9761,Lost Kingdoms,lost-kingdoms,Role-Playing,T,nintendo,Activision,From Software,0.04,2002
9770,Nobunaga no Yabou: Tenshoki,nobunaga-no-yabou-tenshoki,Strategy,unrated,nintendo,KOEI,Koei,0.17,1996
9776,Super Power League,super-power-league,Sports,unrated,nintendo,Hudson Soft,Hudson Soft,0.17,1993
9778,Phantasy Star Online 2,phantasy-star-online-2,Misc,unrated,playstation,Sega,Unknown,0.17,2013
9779,Street Fighter Alpha 2,street-fighter-alpha-2,Fighting,T,nintendo,Capcom,Capcom,0.17,1996
9789,Zoo Keeper,zoo-keeper,Puzzle,E,other,Ignition Entertainment,"Buddiez, Inc.",0.05,2005
9793,Classic NES Series: Donkey Kong,classic-nes-series-donkey-kong,Platform,E,nintendo,Nintendo,Nintendo,0.17,2004
9795,Resident Evil,resident-evil,Action,M,other,Capcom,Nextech,0.17,1997
9798,TOEIC Test Training DS,toeic-test-training-ds,Misc,unrated,other,IE Institute,IE Institute,0.17,2007
9802,Itoi Shigesato no Bass Tsuri No. 1,itoi-shigesato-no-bass-tsuri-no-1,Sports,unrated,nintendo,Nintendo,HAL Laboratory,0.17,1997
9804,Cubivore: Survival of the Fittest,cubivore-survival-of-the-fittest,Adventure,E,nintendo,Atlus,Saru Brunei / Intelligent Systems,0.15,2002
9805,Doctor Lautrec and the Forgotten Knights,doctor-lautrec-and-the-forgotten-knights,Adventure,E10,nintendo,Konami,Konami,0.03,2011
9812,Sumikko Gurashi: Omise Hajimerundesu,sumikko-gurashi-omise-hajimerundesu,Action,unrated,nintendo,Nippon Columbia,Nippon Columbia,0.17,2015
9814,Parodius,parodius,Shooter,unrated,other,Konami,Konami,0.16,1996
9816,Gyakuten Saiban 3,gyakuten-saiban-3,Adventure,unrated,nintendo,Capcom,Capcom,0.16,2004
9820,Ride 2,ride-2,Racing,E,playstation,Milestone S.r.l,Milestone S.r.l.,0.01,2017
9822,PoPoLoCrois: Hajimari no Bouken,popolocrois-hajimari-no-bouken,Role-Playing,unrated,playstation,Sony Computer Entertainment,SCEA,0.16,2002
9825,Castlevania Judgment,castlevania-judgment,Fighting,T,nintendo,Konami,Konami / Eighting,0.01,2008
9830,Akiba's Trip: Undead & Undressed,akibas-trip-undead-amp-undressed,Action,M,playstation,Xseed Games,Acquire,0.08,2014
9840,Clash of the Titans: The Videogame,clash-of-the-titans-the-videogame,Action,T,xbox,Namco Bandai,Game Republic,0,2010
9845,Theatrhythm Dragon Quest,theatrhythm-dragon-quest,Music,unrated,nintendo,Square Enix,Square Enix,0.16,2015
9847,F1 Championship Season 2000,f1-championship-season-2000,Racing,unrated,playstation,Electronic Arts,EA Sports,0.03,2000
9850,Pen 1 Grand Prix: Penguin no Mondai Special,pen-1-grand-prix-penguin-no-mondai-special,Fighting,unrated,other,Konami,Konami,0.16,2009
9856,Bomberman Land,bomberman-land,Misc,unrated,playstation,Hudson Soft,Hudson Soft,0.15,2000
9865,Guilty Gear Judgment,guilty-gear-judgment,Fighting,T,playstation,Majesco,Arc System Works,0.02,2006
9872,Eiyuu Densetsu: Zero no Kiseki,eiyuu-densetsu-zero-no-kiseki,Role-Playing,unrated,playstation,Falcom Corporation,Nihon Falcom Corporation,0.16,2010
9879,World Stadium 4,world-stadium-4,Sports,unrated,playstation,Namco,Namco,0.15,2000
9882,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,T,xbox,Ignition Entertainment,Ignition Entertainment,0.03,2011
9887,San Goku Shi Taisen DS,san-goku-shi-taisen-ds,Strategy,unrated,other,Sega,Sega,0.16,2007
9888,Kawa no Nushi Tsuri,kawa-no-nushi-tsuri,Sports,unrated,playstation,Victor Interactive,Victor Interactive Software,0.15,1998
9889,Digimon Story: Cyber Sleuth - Hacker's Memory,digimon-story-cyber-sleuth-hackers-memory,Role-Playing,T,playstation,Namco Bandai Games,Media.Vision,0.04,2018
9890,Marble Saga: Kororinpa,marble-saga-kororinpa,Puzzle,E,nintendo,Konami,Hudson Soft,0,2009
9898,Otogirisou,otogirisou,Adventure,unrated,nintendo,ChunSoft,ChunSoft,0.16,1992
9900,SD Gundam G Generation 3D,sd-gundam-g-generation-3d,Action,unrated,nintendo,Namco Bandai,Unknown,0.16,2011
9906,True Swing Golf,true-swing-golf,Sports,E,other,Nintendo,Tikipod,0.04,2006
9918,Naruto Shippuden: Ultimate Ninja Storm Legacy,naruto-shippuden-ultimate-ninja-storm-legacy,Fighting,unrated,playstation,Namco Bandai Games,CyberConnect2,0.03,2017
9919,Warriors Orochi 3,warriors-orochi-3,Action,T,xbox,Tecmo Koei,Omega Force,0.03,2012
9921,DS Rakubiki Jiten,ds-rakubiki-jiten,Misc,unrated,other,Nintendo,Nintendo,0.16,2005
9924,Berserk and the Band of the Hawk,berserk-and-the-band-of-the-hawk,Action,M,playstation,Tecmo Koei,Omega Force,0.05,2017
9925,Dewy's Adventure,dewys-adventure,Platform,E,nintendo,Konami,Konami,0.01,2007
9929,Yu-Gi-Oh! 5D's Tag Force 6,yu-gi-oh-5ds-tag-force-6,Strategy,unrated,playstation,Konami,Konami,0.16,2011
9938,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,jikkyou-powerful-pro-yakyuu-3-97-haru,Sports,unrated,nintendo,Konami,Diamond Head,0.16,1997
9942,The King of Fighters XII,the-king-of-fighters-xii,Fighting,T,playstation,Ignition Entertainment,SNK Playmore Corporation,0.03,2009
9945,Summon Night EX-Thesis: Yoake no Tsubasa,summon-night-ex-thesis-yoake-no-tsubasa,Role-Playing,unrated,playstation,Banpresto,Flight-Plan,0.16,2005
9946,Pro Yakyuu Spirits 3,pro-yakyuu-spirits-3,Sports,unrated,playstation,Konami,PawaPuro Production,0.16,2006
9955,International Superstar Soccer Deluxe,international-superstar-soccer-deluxe,Sports,E,nintendo,Konami,Konami,0.16,1995
9957,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,playstation,Aksys Games,Arc System Works,0.02,2015
9963,Klonoa,klonoa,Platform,E10,nintendo,Namco Bandai,Paon Corporation,0.03,2009
9967,SimEarth: The Living Planet,simearth-the-living-planet,Simulation,unrated,nintendo,FCI,Tomcat System,0.16,1993
9969,Culdcept SAGA,culdcept-saga,Role-Playing,T,xbox,Namco Bandai,OmiyaSoft,0.03,2008
9970,Sengoku Basara: Chronicle Heroes,sengoku-basara-chronicle-heroes,Action,unrated,playstation,Capcom,Access Games,0.16,2011
9973,Innocent Life: A Futuristic Harvest Moon,innocent-life-a-futuristic-harvest-moon,Simulation,E,playstation,Natsume,ArtePiazza,0.03,2007
9974,Power Stakes,power-stakes,Sports,unrated,playstation,Aques,TOSE,0.15,1997
9982,Jikkyou Powerful Pro Yakyuu Basic-han 2001,jikkyou-powerful-pro-yakyuu-basic-han-2001,Sports,unrated,nintendo,Konami,Diamond Head,0.12,2001
9987,Wonder Project J2: Koruro no Mori no Josette,wonder-project-j2-koruro-no-mori-no-josette,Simulation,unrated,nintendo,Enix,Givro Corporation,0.12,1996
9992,Minna no DS Seminar: Kanpeki Kanji Ryoku,minna-no-ds-seminar-kanpeki-kanji-ryoku,Misc,unrated,other,TDK Core,TDK Core,0.16,2006
9993,Macross Ace Frontier,macross-ace-frontier,Simulation,unrated,playstation,Namco Bandai,ArtDink,0.16,2008
10001,.hack//G.U. Vol.2//Reminisce (jp sales),.hack,Role-Playing,T,playstation,Namco Bandai,CyberConnect2,0.16,2007
10003,Pro Baseball Spirits 2015,pro-baseball-spirits-2015,Sports,unrated,playstation,Konami Digital Entertainment,"Konami Digital Entertainment, Inc.",0.16,2015
10009,Battle Soccer: Field no Hasha,battle-soccer-field-no-hasha,Sports,unrated,nintendo,Banpresto,Banpresto,0.16,1992
10013,Yomawari: Night Alone,yomawari-night-alone,Adventure,unrated,playstation,NIS America,Nippon Ichi Software,0.07,2016
10015,Custom Robo Arena,custom-robo-arena,Fighting,E10,other,Nintendo,Noise Inc.,0.12,2007
10018,Pro Yakyuu Famista Returns,pro-yakyuu-famista-returns,Sports,unrated,nintendo,Namco Bandai Games,Bandai Namco Games,0.16,2015
10021,Deadly Premonition: The Director's Cut,deadly-premonition-the-directors-cut,Action,M,playstation,Rising Star Games,Access Games,0,2013
10022,3rd Super Robot Wars Z: Tengoku-Hen,3rd-super-robot-wars-z-tengoku-hen,Action,unrated,playstation,Namco Bandai Games,Banpresto,0.16,2015
10023,J-League Jikkyou Winning Eleven 2000,j-league-jikkyou-winning-eleven-2000,Sports,unrated,playstation,Konami,Konami,0.15,2000
10026,Eve: The Lost One,eve-the-lost-one,Adventure,unrated,other,Imagineer,C's Ware,0.16,1998
10028,Disgaea 4: A Promise Unforgotten,disgaea-4-a-promise-unforgotten,Misc,unrated,playstation,NIS America,Unknown,0.08,2020
10029,Konami Krazy Racers,konami-krazy-racers,Racing,E,nintendo,Konami,KCEK,0.04,2001
10030,Saturday Night Slam Masters,saturday-night-slam-masters,Fighting,unrated,nintendo,Capcom,Capcom,0.16,1994
10032,Valkyria Revolution,valkyria-revolution,Role-Playing,T,playstation,Sega,Media.Vision,0.07,2017
10034,Racing Lagoon - High Speed Driving RPG,racing-lagoon-high-speed-driving-rpg,Racing,unrated,playstation,Square,SquareSoft,0.15,1999
10036,Mr. Driller 2,mr-driller-2,Puzzle,E,nintendo,Namco,Namco,0.15,2005
10041,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,j-league-pro-soccer-club-o-tsukurou-6-pride-of-j,Sports,unrated,playstation,Sega,Sega,0.16,2009
10045,Dragon Ball: Origins 2,dragon-ball-origins-2,Action,T,other,Namco Bandai,Game Republic,0.08,2010
10050,Yu-Gi-Oh! 5D's: Duel Transer,yu-gi-oh-5ds-duel-transer,Strategy,E,nintendo,Konami,Konami,0.02,2010
10051,Dynasty Warriors 8: Xtreme Legends,dynasty-warriors-8-xtreme-legends,Misc,unrated,playstation,Tecmo Koei,Unknown,0.11,2014
10055,Shinobido 2: Revenge of Zen,shinobido-2-revenge-of-zen,Action,M,playstation,Namco Bandai,Acquire,0.02,2012
10056,Mugen Souls,mugen-souls,Role-Playing,T,playstation,NIS America,Compile Heart,0.08,2012
10058,Naruto Powerful Shippuden,naruto-powerful-shippuden,Action-Adventure,E10,nintendo,Namco Bandai Games,Namco Bandai Games,0.04,2013
10059,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,pachi-slot-kanzen-kouryaku-3-universal-koushiki-gaido-volume-3,Misc,unrated,playstation,Syscom,Unknown,0.15,1998
10065,Psychic Force,psychic-force,Fighting,T,playstation,Acclaim Entertainment,Taito Corporation,0.13,1996
10066,Castlevania: Lords of Shadow - Mirror of Fate,castlevania-lords-of-shadow-mirror-of-fate,Action-Adventure,M,nintendo,Konami Digital Entertainment,Mercury Steam,0.03,2013
10070,StarBlade Î±,starblade-amp945,Shooter,unrated,playstation,Sony Computer Entertainment,Namco,0.15,1996
10071,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,kidou-senshi-gundam-giren-no-yabou-axis-no-kyoui,Strategy,unrated,playstation,Namco Bandai,Bandai Namco Games,0.16,2008
10072,Time Hollow,time-hollow,Adventure,T,other,Konami,Tenky,0.11,2008
10078,Gundam Breaker 2,gundam-breaker-2,Action,unrated,playstation,Namco Bandai Games,Namco Bandai Games,0.16,2014
10082,Bomberman Land Touch! 2,bomberman-land-touch-2,Puzzle,E,other,Hudson Entertainment,Hudson Soft,0.01,2008
10096,Arcana Heart,arcana-heart,Fighting,T,playstation,Atlus,Examu Inc.,0.04,2008
10099,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,world-soccer-winning-eleven-2010-aoki-samurai-no-chousen,Sports,unrated,playstation,Konami,Konami,0.16,2010
10100,Xenoblade Chronicles 2: Torna ~ The Golden Country,xenoblade-chronicles-2-torna-the-golden-country,Role-Playing,T,nintendo,Nintendo,Monolith Soft,0.02,2018
10104,Kingdom Hearts: Birth by Sleep - Final Mix,kingdom-hearts-birth-by-sleep-final-mix,Role-Playing,unrated,playstation,Square Enix,Square Enix,0.16,2011
10107,Toriko: Gourmet Monsters!,toriko-gourmet-monsters,Role-Playing,unrated,nintendo,Namco Bandai Games,Namco Bandai Games,0.16,2012
10111,The Idolm@ster 2,the-idolmster-2,Misc,unrated,playstation,Bandai,Bandai Namco Games,0.16,2011
10113,Gravity Rush Remastered,gravity-rush-remastered,Action-Adventure,T,playstation,Sony Computer Entertainment,Bluepoint Games,0.05,2016
10115,Senran Kagura: Shoujotachi no Shinei,senran-kagura-shoujotachi-no-shinei,Action,unrated,nintendo,Marvelous Interactive,Marvelous Interactive,0.16,2011
10116,Tales of Destiny: Director's Cut,tales-of-destiny-directors-cut,Role-Playing,unrated,playstation,Namco Bandai,Namco Tales Studio,0.16,2008
10123,Fist of the North Star: Ken's Rage,fist-of-the-north-star-kens-rage,Action,M,xbox,Tecmo Koei,Tecmo Koei Games,0.06,2010
10126,Lufia: Curse of the Sinistrals,lufia-curse-of-the-sinistrals,Role-Playing,E10,other,Natsume,Neverland Company,0.03,2010
10128,Namco Museum Vol.5,namco-museum-vol5,Misc,E,playstation,Namco,Namco,0.12,1997
10134,Winning Post 3,winning-post-3,Sports,unrated,playstation,KOEI,Koei,0.14,1998
10140,Tears to Tiara II: Heir of the Overlord,tears-to-tiara-ii-heir-of-the-overlord,Visual Novel,T,playstation,NIS America,Sting,0.06,2014
10152,PaRappa The Rapper,parappa-the-rapper,Misc,E,playstation,Sony Computer Entertainment,epics,0.02,2007
10157,Assassin's Creed Rogue Remastered,assassins-creed-rogue-remastered,Action-Adventure,unrated,playstation,Ubisoft,Ubisoft,0.01,2018
10171,Dragon Ball Z: Harukanaru Densetsu (JP sales),dragon-ball-z-harukanaru-densetsu-jp-sales,Role-Playing,E,other,Atari,Bec,0.15,2007
10186,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,zhp-unlosing-ranger-vs-darkdeath-evilman,Role-Playing,T,playstation,NIS America,Nippon Ichi Software,0.06,2010
10187,Earth Defense Force 2025,earth-defense-force-2025,Shooter,M,xbox,D3Publisher,Sandlot,0.05,2014
10190,Chou Megami Shinkou Noire Gekishin Black Heart,chou-megami-shinkou-noire-gekishin-black-heart,Misc,unrated,playstation,Idea Factory,Unknown,0.06,2015
10196,Saturn Bomberman,saturn-bomberman,Puzzle,E,other,Sega,Hudson Soft,0.15,1997
10197,Jikkyou Powerful Pro Yakyuu Portable,jikkyou-powerful-pro-yakyuu-portable,Sports,unrated,playstation,Konami,PawaPuro Productions,0.15,2006
10198,Oreshika: Tainted Bloodlines,oreshika-tainted-bloodlines,Role-Playing,unrated,playstation,Sony Computer Entertainment,Alfa System,0.15,2015
10199,Cave Story+,cave-story,Platform,unrated,nintendo,Nicalis,Studio Pixel,0.01,2017
10221,Fire Emblem Warriors,fire-emblem-warriors,Action,T,nintendo,Nintendo,Omega Force,0.04,2017
10229,Project Sylpheed: Arc of Deception,project-sylpheed-arc-of-deception,Shooter,T,xbox,Microsoft,Game Arts / Seta Corporation,0.02,2007
10232,Amagami,amagami,Adventure,unrated,playstation,Kadokawa Shoten,Kadokawa Shoten,0.15,2011
10233,Jikkyou Powerful Pro Yakyuu 2009,jikkyou-powerful-pro-yakyuu-2009,Sports,unrated,playstation,Konami,Konami,0.15,2009
10236,Kidou Senkan Nadesico,kidou-senkan-nadesico,Strategy,unrated,other,Unknown,fupac,0.15,2020
10246,Samurai Warriors: Katana,samurai-warriors-katana,Action,T,nintendo,KOEI,Omega Force,0.04,2008
10247,MLB Power Pros 2008,mlb-power-pros-2008,Sports,E,playstation,2K Sports,PawaPuro Production,0.05,2008
10249,Warriors Orochi 3,warriors-orochi-3,Action,T,playstation,Tecmo Koei,Omega Force,0.04,2014
10254,Felony 11-79,felony-11-79,Racing,E,playstation,ASCII Entertainment,Climax Entertainment,0.15,1997
10260,Bomberman,bomberman,Puzzle,E,other,Ubisoft,Hudson Soft,0.03,2005
10262,Jikkyou Powerful Pro Yakyuu 2012,jikkyou-powerful-pro-yakyuu-2012,Sports,unrated,playstation,Konami Digital Entertainment,Konami,0.15,2012
10264,All Japan Pro Wrestling featuring Virtua,all-japan-pro-wrestling-featuring-virtua,Fighting,unrated,other,Sega,Sega,0.15,1997
10266,The Walking Dead: A Telltale Games Series,the-walking-dead-a-telltale-games-series,Adventure,M,playstation,Telltale Games,Telltale Games,0.01,2013
10268,Rudra no Hihou,rudra-no-hihou,Role-Playing,unrated,nintendo,Square,SquareSoft,0.15,1996
10274,Steins;Gate 0,steinsgate-0,Adventure,M,playstation,PQube,5pb. Inc.,0.07,2016
10277,Toukiden 2,toukiden-2,Action,T,playstation,Tecmo Koei,Omega Force,0.13,2017
10279,Kowloon's Gate,kowloons-gate,Adventure,unrated,playstation,Sony Computer Entertainment,ArtDink,0.14,1997
10281,Dengeki Bunko Fighting Climax,dengeki-bunko-fighting-climax,Fighting,unrated,playstation,Sega,Sega,0.08,2015
10287,One Piece Unlimited World: Red,one-piece-unlimited-world-red,Action-Adventure,T,playstation,Namco Bandai Games,Ganbarion,0.04,2014
10289,Space Invaders Extreme,space-invaders-extreme,Shooter,E,other,Square Enix,Taito Corporation,0.01,2008
