rank,name,basename,genre,esrb_rating,platform,publisher,developer,jp_sales,year
20009,Iwaihime: Matsuri,iwaihime-matsuri,Adventure,unrated,playstation,Nippon Ichi Software,Nippon Ichi Software,0,2017
20010,Conflict: Denied Ops (JP sales),conflict-denied-ops-jp-sales,Action,M,xbox,Eidos Interactive Ltd,Pivotal Games,0,2008
20012,Kazeiro Surf,kazeiro-surf,Adventure,unrated,playstation,Russel,Russel,0,2009
20013,Pingu no Waku Waku Carnival!,pingu-no-waku-waku-carnival,Misc,unrated,other,Square Enix,Square Enix,0,2008
20014,RepKiss,repkiss,Adventure,unrated,playstation,Entergram,Entergram,0,2017
20016,bit Generations: Boundish,bit-generations-boundish,Action,unrated,nintendo,Nintendo,skip Ltd.,0,2006
20026,Natsuiro Kokoro Log,natsuiro-kokoro-log,Visual Novel,unrated,playstation,Dramatic Create,Dramatic Create,0,2018
20027,HimeHibi: New Princess Days!! Zoku! Ni-Gakki,himehibi-new-princess-days-zoku-ni-gakki,Adventure,unrated,playstation,Takuyo,Takuyo,0,2009
20031,Hiiro no Kakera: Aizouban,hiiro-no-kakera-aizouban,Adventure,unrated,playstation,Idea Factory,Idea Factory,0,2009
20032,100 Kiri Golf DS,100-kiri-golf-ds,Sports,unrated,other,GungHo,GungHo Works,0,2008
20033,Last Bullet,last-bullet,Adventure,unrated,other,FuRyu Corporation,FuRyu Corporation,0,2009
20034,Ninki Seiyuu no Tsukurikata,ninki-seiyuu-no-tsukurikata,Adventure,unrated,playstation,Entergram,Entergram,0,2018
20039,Tomyka Hero: Rescue Force DS,tomyka-hero-rescue-force-ds,Action,unrated,other,Takara Tomy,Takara Tomy,0,2008
20042,"Nora, Princess, and Stray Cat",princess,Visual Novel,unrated,playstation,Harukaze,Harukaze,0,2018
20043,Claymore: Gingan no Majo,claymore-gingan-no-majo,Action,unrated,other,Digital Works Entertainment,Digital Works Entertainment,0,2009
20053,D.S.: Dal Segno,ds-dal-segno,Visual Novel,unrated,playstation,Entergram,Entergram,0,2018
20055,Shinkyouku Soukai Polyphonica: The Black ~Episode 1&2 CS Edition~,shinkyouku-soukai-polyphonica-the-black-episode-1amp2-cs-edition,Adventure,unrated,playstation,Prototype,Visual Arts,0,2009
20056,Simple DS Series Vol. 48: The Saibanin: 1-tsu no Shinjitsu 6-tsu no Kotae,simple-ds-series-vol-48-the-saibanin-1-tsu-no-shinjitsu-6-tsu-no-kotae,Adventure,unrated,other,D3 Publisher,WitchCraft,0,2009
20057,Edogawa Ranpo no Kaijin Nijuu Mensou DS,edogawa-ranpo-no-kaijin-nijuu-mensou-ds,Adventure,unrated,other,Takara Tomy,Takara Tomy,0,2008
20059,Tir Na Nog Yuukyuu no Jin,tir-na-nog-yuukyuu-no-jin,Role-Playing,unrated,playstation,System Soft,System Soft,0,2009
20060,Value Pack: Street Fighter Zero 3 Double Upper / Vampire Chronicle: The Chaos Tower,value-pack-street-fighter-zero-3-double-upper,Fighting,unrated,playstation,Capcom,Capcom,0,2009
20062,Hello Lady! Superior Dynamis,hello-lady-superior-dynamis,Visual Novel,unrated,playstation,Dramatic Create,Dramatic Create,0,2018
20064,Remember11 ã€œ the age of infinity ã€œ,remember11-amp12316-the-age-of-infinity-amp12316,Adventure,unrated,playstation,CyberFront,KID Corporation,0,2009
20073,Crank In,crank-in,Adventure,unrated,playstation,Petit Reve,Petit Reve,0,2017
20074,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,fujiko-f-fujio-characters-great-assembly-slightly-fantastic-slapstick-party,Action,unrated,nintendo,Namco Bandai Games,Namco Bandai Games,0,2020
20075,Sengoku Tenka Touitsu,sengoku-tenka-touitsu,Strategy,unrated,playstation,System Soft,System Soft,0,2009
20077,Hanayoi Romanesque: Ai to Kanashimi,hanayoi-romanesque-ai-to-kanashimi,Adventure,unrated,playstation,Marvelous Interactive,Marvelous Interactive,0,2008
20078,Eureka Seven Vol. 1: The New Wave,eureka-seven-vol-1-the-new-wave,Action,T,playstation,Namco Bandai,Bandai,0,2006
20082,Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,sengoku-hime-4-souha-hyakkei-hanamamoru-chikai,Adventure,unrated,playstation,SystemSoft Alpha,Unicorn-A,0,2014
20084,War Thunder,war-thunder,Action,unrated,playstation,DMM Games,DMM Games,0,2017
20085,Fitness Boxing,fitness-boxing,Music,T,nintendo,Nintendo,Imagineer,0,2019
20086,Gaitame Baibai Trainer: Kabutore FX,gaitame-baibai-trainer-kabutore-fx,Simulation,unrated,other,Konami,Kojima Productions,0,2009
20088,PAC-MAN and the Ghostly Adventures (3DS),pac-man-and-the-ghostly-adventures-3ds,Misc,unrated,nintendo,Namco Bandai Games,Unknown,0,2013
20093,Aokana: Four Rhythm Across the Blue,aokana-four-rhythm-across-the-blue,Visual Novel,unrated,nintendo,Sprite,Sprite,0,2018
20094,Kobayashi ga Kawai Sugite Tsurai!! Game Demo Kyun Moe Max ga Tomara Nai,kobayashi-ga-kawai-sugite-tsurai-game-demo-kyun-moe-max-ga-tomara-nai,Action,unrated,nintendo,Happinet,Happinet,0,2015
20106,Boku to Nurse no Kenshuu Nisshi,boku-to-nurse-no-kenshuu-nisshi,Visual Novel,unrated,playstation,Entergram,Entergram,0,2018
20108,Deemo: The Last Recital,deemo-the-last-recital,Music,E,nintendo,PM Studios,Rayark Inc.,0,2019
20113,Johnny no Dasshutsu Daisakusen,johnny-no-dasshutsu-daisakusen,Adventure,unrated,other,Success,Success,0,2008
20115,Dragon Ball: Evolution (jp sales),dragon-ball-evolution-jp-sales,Fighting,T,playstation,Namco Bandai,Dimps Corporation,0,2009
20120,Relaxuma: Minna de Goyururi Seikatsu,relaxuma-minna-de-goyururi-seikatsu,Misc,unrated,nintendo,MTO,MTO,0,2009
20121,Flowers,flowers,Adventure,unrated,playstation,Prototype,Prototype,0,2014
20122,Simple DS Series Vol. 40: The Gekai,simple-ds-series-vol-40-the-gekai,Simulation,unrated,other,D3 Publisher,Vingt-et-un Systems,0,2008
20123,Chocobo to Mahou no Ehon: Special Package,chocobo-to-mahou-no-ehon-special-package,Role-Playing,unrated,other,Square Enix,High Horse Entertainment,0,2008
20125,Tsuihou Senkyo,tsuihou-senkyo,Adventure,unrated,playstation,Nippon Ichi Software,Nippon Ichi Software,0,2017
20133,Kanojo Step,kanojo-step,Visual Novel,unrated,playstation,Piacci,Piacci,0,2018
20134,Sengoku Tenka Touitsu,sengoku-tenka-touitsu,Strategy,unrated,playstation,System Soft,System Soft,0,2009
20139,Fushigi Yuugi DS,fushigi-yuugi-ds,Adventure,unrated,other,Idea Factory,Idea Factory,0,2009
20141,Souhashiki Gadget Robo,souhashiki-gadget-robo,Role-Playing,unrated,other,Creative Core,Creative Core,0,2008
20142,Taiheiyou no Arashi DS: Senkan Yamato Akatsuki ni Shutsugekisu!,taiheiyou-no-arashi-ds-senkan-yamato-akatsuki-ni-shutsugekisu,Strategy,unrated,other,System Soft,System Soft,0,2009
20146,The Mahjong,the-mahjong,Puzzle,unrated,nintendo,D3Publisher,D3Publisher,0,2018
20150,Elminage DS Remix: Yami no Fuo to Kamigami no Yubiwa,elminage-ds-remix-yami-no-fuo-to-kamigami-no-yubiwa,Role-Playing,unrated,other,Starfish,Starfish SD,0,2008
20152,Keitai Sousakan 7 DS: Buddy Sequence,keitai-sousakan-7-ds-buddy-sequence,Action,unrated,other,5pb,5pb. Games,0,2009
20154,Moetan DS,moetan-ds,Misc,unrated,other,Idea Factory,Lupinus,0,2008
20156,Shinsouban Mahou Tsukai no Goshujinsama,shinsouban-mahou-tsukai-no-goshujinsama,Action,unrated,playstation,Quinrose,Unknown,0,2015
20161,Steal Princess (JP sales),steal-princess-jp-sales,Role-Playing,E10,other,Atlus,Climax Entertainment,0,2009
20162,Closed Nightmare,closed-nightmare,Misc,unrated,nintendo,Nippon Ichi Software,Nippon Ichi Software,0,2018
20166,Ranshima Monogatari Rare Land Story: Shoujo no Yakujou,ranshima-monogatari-rare-land-story-shoujo-no-yakujou,Role-Playing,unrated,playstation,Arc System Works,Arc System Works,0,2009
20173,Crimson Room Reverse,crimson-room-reverse,Adventure,unrated,playstation,Success,Takagism Inc.,0,2008
20174,Danganronpa 1-2 Reload,danganronpa-1-2-reload,Adventure,unrated,playstation,Spike Chunsoft,Spike Chunsoft,0,2017
20180,Choko Ken no Dekitate Sweets Wagon,choko-ken-no-dekitate-sweets-wagon,Simulation,unrated,other,Creative Core,Creative Core,0,2009
20181,Date ni Game Tsui Wake Jane! Dungeon Maker Girls Type,date-ni-game-tsui-wake-jane-dungeon-maker-girls-type,Role-Playing,unrated,other,Idea Factory,Idea Factory,0,2009
20183,Kouenji Joshi Soccer 2: Koi wa Nebagiba Kouenji,kouenji-joshi-soccer-2-koi-wa-nebagiba-kouenji,Adventure,unrated,other,Starfish,Starfish SD,0,2007
20192,Ephemeral: Fantasy on Dark,ephemeral-fantasy-on-dark,Adventure,unrated,playstation,Dramatic Create,Dramatic Create,0,2018
20194,Ikamono Tantei: Ikatan,ikamono-tantei-ikatan,Adventure,unrated,other,CyberFront,Edge WORKS,0,2008
20195,Uwasa no Midori-Kun!! 2 Futari no Midori!?,uwasa-no-midori-kun-2-futari-no-midori,Adventure,unrated,other,Idea Factory,Idea Factory,0,2008
20200,"Gokuhou!! Mecha Mote Iinchou: Mecha Mote Days, Hajime Masuwa!","hajime masuwa""",Simulation,unrated,other,Konami,Konami,0,2008
20204,WorldNeverland: Elnea Kingdom,worldneverland-elnea-kingdom,Misc,T,nintendo,althi Inc.,althi Inc.,0,2018
20208,Sorayume Portable,sorayume-portable,Adventure,unrated,playstation,Takuyo,Takuyo,0,2009
20209,Akogare Girls Collection: Suteki ni Nurse Days,akogare-girls-collection-suteki-ni-nurse-days,Adventure,unrated,other,Creative Core,Open Sesame,0,2009
20214,Jinsei Game Wii EX,jinsei-game-wii-ex,Misc,unrated,nintendo,Takara Tomy,Takara Tomy,0,2008
20217,Yamasa Digi World SP: Pachi-Slot Sengoku Musou,yamasa-digi-world-sp-pachi-slot-sengoku-musou,Misc,unrated,playstation,Yamasa Entertainment,Yamasa Entertainment,0,2007
20219,Nari Kids Park: Kaitou Sentai Lupinranger Vs. Keisatsu Sentai Patoranger,nari-kids-park-kaitou-sentai-lupinranger-vs-keisatsu-sentai-patoranger,Action,unrated,nintendo,Bandai Namco Games,Bandai Namco Games,0,2018
20220,Seven Days: Anata to Sugosu Nanokakan,seven-days-anata-to-sugosu-nanokakan,Visual Novel,unrated,playstation,Prototype,Prototype,0,2018
20224,Pri-Saga! Portable,pri-saga-portable,Adventure,unrated,playstation,Abel,Abel Software,0,2009
20227,Liberation Maiden SIN,liberation-maiden-sin,Visual Novel,unrated,playstation,5pb,5pb. Inc.,0,2014
20230,Hayarigami DS: Toshidensetsu Kaii Jiken,hayarigami-ds-toshidensetsu-kaii-jiken,Adventure,unrated,other,Nippon Ichi Software,Nippon Ichi Software,0,2009
20233,Durarara!! 3way Standoff: Alley,durarara-3way-standoff-alley,Misc,unrated,playstation,Kadokawa Shoten,Unknown,0,2014
20235,Daisenryaku VII Exceed,daisenryaku-vii-exceed,Strategy,unrated,playstation,System Soft,SystemSoft Alpha,0,2008
20238,Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,gendai-daisenryaku-isshoku-sokuhatsu-gunji-balance-houkai,Simulation,unrated,playstation,System Soft,System Soft,0,2009
20243,Starry Sky: Summer Stories,starry-sky-summer-stories,Adventure,unrated,playstation,honeybee,honeybee,0,2017
20245,Hajime no Ippo: The Fighting! DS,hajime-no-ippo-the-fighting-ds,Fighting,unrated,other,D3 Publisher,ESP Software,0,2008
20252,Metal Gear Solid,metal-gear-solid,Action,M,playstation,Konami,Konami Computer Entertainment Japan,0,2009
20254,"Nora, Princess, and Stray Cat",princess,Visual Novel,unrated,nintendo,Harukaze,Harukaze,0,2018
20260,Nishimura Kyoutarou Travel Mystery: Akugyaku no Kisetsu - Tokyo - Nanki Shirahama Renzoku Satsujin Jiken,nishimura-kyoutarou-travel-mystery-akugyaku-no-kisetsu-tokyo-nanki-shirahama-renzoku-satsujin-jiken,Adventure,unrated,playstation,Marvelous Interactive,Marvelous Interactive,0,2009
20262,Memories Off: Innocent File,memories-off-innocent-file,Visual Novel,unrated,nintendo,5pb,5pb. Games,0,2018
20267,Enkan no Memoria: Kakera Tomoshi,enkan-no-memoria-kakera-tomoshi,Visual Novel,unrated,playstation,Dramatic Create,A'sRing,0,2018
20269,Island,island,Adventure,unrated,playstation,Prototype,Prototype,0,2018
20270,Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri,daisenryaku-dai-toua-kouboushi-tora-tora-tora-ware-kishuu-ni-seikou-seri,Strategy,unrated,playstation,System Soft,System Soft,0,2008
20272,Kaite Oboeru: Dora-Gana,kaite-oboeru-dora-gana,Misc,unrated,other,Sega,Sega,0,2008
20276,Pure (JP sales),pure-jp-sales,Racing,E,playstation,Disney Interactive Studios,Black Rock Studio,0,2009
20282,Hachi-One Diver DS,hachi-one-diver-ds,Adventure,unrated,other,SilverStar,SilverStar Japan,0,2009
20283,Breath: Toiki wa Akaneiro,breath-toiki-wa-akaneiro,Adventure,unrated,other,Success,Success,0,2008
20287,Saikin Koishiteru?,saikin-koishiteru,Adventure,unrated,other,D3 Publisher,Microvision,0,2009
20291,Magical Zunou Power!!,magical-zunou-power,Action,unrated,other,D3 Publisher,D3 Publisher,0,2008
20293,Sakai Burai Kaiji: Death or Survival,sakai-burai-kaiji-death-or-survival,Adventure,unrated,other,Compile Heart,Compile Heart,0,2008
20305,Ora ga Omae o Mamoru,ora-ga-omae-o-mamoru,Platform,unrated,other,Idea Factory,Vingt-et-un Systems,0,2009
20309,PC Engine Best Collection: Soldier Collection,pc-engine-best-collection-soldier-collection,Shooter,unrated,playstation,Hudson Soft,Hudson Soft,0,2008
20313,Winning Post World,winning-post-world,Sports,unrated,nintendo,KOEI,Koei,0,2009
20320,Memories Off 6: T-Wave,memories-off-6-t-wave,Adventure,unrated,xbox,5pb,5pb. Games,0,2009
20327,Tonari ni Kanojo no Iru Shiawase: Winter Guest,tonari-ni-kanojo-no-iru-shiawase-winter-guest,Adventure,unrated,playstation,Entergram,Entergram,0,2018
20328,Hitsuji Kunnara Kiss Shite Ageru *,hitsuji-kunnara-kiss-shite-ageru-,Adventure,unrated,playstation,CyberFront,CyberFront,0,2009
20333,Rika-Chan DS Motto! Onna no Ko Lesson: Oshare Oshigoto Otetsudai Daisuki!,rika-chan-ds-motto-onna-no-ko-lesson-oshare-oshigoto-otetsudai-daisuki,Misc,unrated,other,Takara Tomy,Takara Tomy,0,2009
20346,Snoopy DS: Snoopy to Nakama Tachi ni Ai ni Ikou!,snoopy-ds-snoopy-to-nakama-tachi-ni-ai-ni-ikou,Action,unrated,other,Square Enix,Square Enix,0,2008
20354,Another Time Another Leaf: Kagami no Naka no Tantei,another-time-another-leaf-kagami-no-naka-no-tantei,Adventure,unrated,other,Arc System Works,Killaware,0,2009
20362,Sekai Fushigi Hakken DS: Densetsu no Hitoshi-kun Ningyou o Sagase,sekai-fushigi-hakken-ds-densetsu-no-hitoshi-kun-ningyou-o-sagase,Puzzle,unrated,other,FuRyu Corporation,FuRyu Corporation,0,2009
20365,Doala de Wii,doala-de-wii,Misc,unrated,nintendo,Tera Box,Tera Box,0,2009
20367,Go! Princess PreCure Sugar Oukoku to 6-nin no Princess!,go-princess-precure-sugar-oukoku-to-6-nin-no-princess,Action,unrated,nintendo,Bandai Namco Games,Bandai Namco Games,0,2015
20384,Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,gendai-daisenryaku-isshoku-sokuhatsu-gunji-balance-houkai,Simulation,unrated,playstation,System Soft,System Soft,0,2009
20385,Grand Trucker Aniki: Shigoto to Kenka to Koimoyou,grand-trucker-aniki-shigoto-to-kenka-to-koimoyou,Racing,unrated,other,Genterprise,Rize Dragon,0,2009
20395,Cooking Idol I! My! Main! Game de Hirameki! Kirameki Cooking,cooking-idol-i-my-main-game-de-hirameki-kirameki-cooking,Simulation,unrated,other,Konami,Konami,0,2010
20410,Okada Toshio no Itsumademo DEBU to Omounayo: DS Recording Diet,okada-toshio-no-itsumademo-debu-to-omounayo-ds-recording-diet,Misc,unrated,other,Rocket Company,Rocket Company,0,2008
20413,Will O' Wisp DS,will-o-wisp-ds,Adventure,unrated,other,Idea Factory,Idea Factory,0,2009
20417,Ayaka Shibito Portable,ayaka-shibito-portable,Adventure,unrated,playstation,Dimple Entertainment,HuneX,0,2009
20419,Pure (JP sales),pure-jp-sales,Racing,E,xbox,Disney Interactive Studios,Black Rock Studio,0,2009
20420,Zettai Meikyuu: Himitsu no Oya Yubi Hime,zettai-meikyuu-himitsu-no-oya-yubi-hime,Action,unrated,playstation,Views,Unknown,0,2015
20423,Item Getter: Bokura no Kagaku to Mahou no Kankei,item-getter-bokura-no-kagaku-to-mahou-no-kankei,Role-Playing,unrated,other,5pb,Genterprise,0,2009
20432,Strikers 1945 Plus Portable,strikers-1945-plus-portable,Shooter,unrated,playstation,Arc System Works,Psikyo / X-Nauts,0,2009
20433,Sukashishipanman DS: Shokotak Koto Nakagawa Shouko Produce!,sukashishipanman-ds-shokotak-koto-nakagawa-shouko-produce,Misc,unrated,other,Interchannel,Interchannel,0,2009
20451,Gakken Europa 4: Kokugo Sanmai DS,gakken-europa-4-kokugo-sanmai-ds,Misc,unrated,other,Gakken,Gakken,0,2010
20452,Hyakko: Yorozuya Jikenbo!,hyakko-yorozuya-jikenbo,Adventure,unrated,playstation,5pb,Genterprise,0,2009
20457,Simple DS Series Vol. 44: The Gal Mahjong,simple-ds-series-vol-44-the-gal-mahjong,Puzzle,unrated,other,D3 Publisher,"Affect Co., Ltd.",0,2008
20458,Pachi & Slot Hisshoubon DS,pachi-amp-slot-hisshoubon-ds,Misc,unrated,other,Dorart,Dorart,0,2009
20462,Princess Maker 4 Special Edition,princess-maker-4-special-edition,Role-Playing,unrated,other,CyberFront,Gainax,0,2008
20468,Juujimoto Ripputai Sypher Portable,juujimoto-ripputai-sypher-portable,Adventure,unrated,playstation,Abel,Abel Software,0,2009
20488,Natsumegu,natsumegu,Action,unrated,playstation,Unknown,Unknown,0,2015
20493,Machi no Pet-Ya-San DS 2: Wannyan 333-Hiki Daishuugou!,machi-no-pet-ya-san-ds-2-wannyan-333-hiki-daishuugou,Simulation,unrated,other,E-Frontier,E-Frontier,0,2009
20494,Manepa 1000-Mannin no FX Training,manepa-1000-mannin-no-fx-training,Misc,unrated,other,Genki,Genki,0,2009
20495,Nihon Yakyuu Kikou Shounin: Batting Revolution,nihon-yakyuu-kikou-shounin-batting-revolution,Sports,unrated,nintendo,Alpha Unit,Alpha Unit,0,2009
20496,Slotter Up Core 11: Kyoujin no Hoshi IV,slotter-up-core-11-kyoujin-no-hoshi-iv,Misc,unrated,playstation,Dorart,Dorart,0,2009
20506,Piyo-Tan: Oyashiki Sennyuu Daisakusen!,piyo-tan-oyashiki-sennyuu-daisakusen,Adventure,unrated,playstation,Prototype,Visual Arts,0,2008
20517,Princess Ballerina: Yumemiru 4-Jin no Primadonna,princess-ballerina-yumemiru-4-jin-no-primadonna,Adventure,unrated,other,Spike,Spike,0,2008
20526,HimeHibi: New Princess Days!! Zoku! Ni-Gakki Portable,himehibi-new-princess-days-zoku-ni-gakki-portable,Adventure,unrated,playstation,Takuyo,Takuyo,0,2010
20528,Mori no Cafeteria DS: Oshare na Cafe Recipe,mori-no-cafeteria-ds-oshare-na-cafe-recipe,Misc,unrated,other,D3 Publisher,Aspect,0,2008
20531,Tago Akira no Atama no Taisou Dai-3-Shuu: Fushigi no Kuni no Nazotoki Otogibanashi,tago-akira-no-atama-no-taisou-dai-3-shuu-fushigi-no-kuni-no-nazotoki-otogibanashi,Adventure,unrated,other,Level 5,Level 5,0,2009
20533,Kawaii Koneko DS 2,kawaii-koneko-ds-2,Simulation,unrated,other,MTO,MTO,0,2009
20539,Koisuru Purin! Koi wa Daibouken! Dr. Kanmi no Yabou!?,koisuru-purin-koi-wa-daibouken-dr-kanmi-no-yabou,Platform,unrated,other,Tryfirst,Tryfirst,0,2008
20543,Yume o Kanaeru Zou,yume-o-kanaeru-zou,Misc,unrated,other,Tryfirst,Tryfirst,0,2009
20556,Disorder 6,disorder-6,Misc,unrated,xbox,5pb,Unknown,0,2013
20570,Hottarake no Shima: Kanata to Nijiiro no Kagami,hottarake-no-shima-kanata-to-nijiiro-no-kagami,Role-Playing,unrated,other,Namco Bandai,Bandai Namco Games,0,2009
20572,Hayarigami 2 Portable: Keishichou Kaii Jiiken File,hayarigami-2-portable-keishichou-kaii-jiiken-file,Adventure,unrated,playstation,Nippon Ichi Software,Nippon Ichi Software,0,2008
20575,Hayarigami 2 DS: Toshidensetsu Kaii Jiken,hayarigami-2-ds-toshidensetsu-kaii-jiken,Adventure,unrated,other,Nippon Ichi Software,Nippon Ichi Software,0,2009
20577,Your Memories Off: Girl's Style,your-memories-off-girls-style,Adventure,unrated,playstation,5pb,5pb. Games,0,2009
20579,Team Batista no Eikou: Shinjitsu o Tsumugu 4-tsu no Karte,team-batista-no-eikou-shinjitsu-o-tsumugu-4-tsu-no-karte,Simulation,unrated,other,Hudson Entertainment,Hudson Soft,0,2008
20580,The * Kayou Generation,the-kayou-generation,Misc,unrated,other,AQ Interactive,AQ Interactive,0,2009
20594,Toudou Ryuunosuke Tantei Nikki: Aen no Koufune,toudou-ryuunosuke-tantei-nikki-aen-no-koufune,Adventure,unrated,other,fonfun,fonfun,0,2009
20597,Toudou Ryuunosuke Tantei Nikki: Kohakuiro no Yuigon,toudou-ryuunosuke-tantei-nikki-kohakuiro-no-yuigon,Adventure,unrated,other,fonfun,fonfun,0,2008
20601,Memories Off #6 Double Pack,memories-off-6-double-pack,Adventure,unrated,xbox,5pb,5pb. Games,0,2009
20603,Saru Saru DS,saru-saru-ds,Simulation,unrated,other,D3 Publisher,"Mobcast, Inc.",0,2009
20611,Maruhan Pachinko & Pachi-Slot Hisshou Guide Kanshuu: The Pachinko Hall,maruhan-pachinko-amp-pachi-slot-hisshou-guide-kanshuu-the-pachinko-hall,Misc,unrated,other,Nippon Ichi Software,Nippon Ichi Software,0,2009
20616,Tsukibuto,tsukibuto,Action,unrated,other,SNK Playmore,SNK Playmore Corporation,0,2009
20619,Minna no Oekaki Yasan,minna-no-oekaki-yasan,Puzzle,unrated,other,Taito,Taito Corporation,0,2009
20627,Tago Akira no Atama no Taisou Dai-4-Shuu: Time Machine no Nazotoki Daibouken,tago-akira-no-atama-no-taisou-dai-4-shuu-time-machine-no-nazotoki-daibouken,Adventure,unrated,other,Level 5,Level 5,0,2009
