rank,name,basename,genre,esrb_rating,platform,publisher,developer,na_sales,year
11469,Petz Puppyz & Kittenz,petz-puppyz-amp-kittenz,Misc,E,other,Ubisoft,Ubisoft,0.11,2011
11470,Tenchu: Shadow Assassins,tenchu-shadow-assassins,Action,M,other,Ubisoft,From Software,0.03,2009
11471,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,2-games-in-1-double-pack-hot-wheels-velocity-x,Racing,E,nintendo,THQ,Saffire Corporation,0.09,2005
11472,Lost Planet 3,lost-planet-3,Shooter,T,xbox,Capcom,Spark Unlimited,0.07,2013
11474,Academy of Champions: Soccer,academy-of-champions-soccer,Sports,E,nintendo,Ubisoft,Ubisoft Vancouver,0.09,2009
11475,The Sky Crawlers: Innocent Aces,the-sky-crawlers-innocent-aces,Simulation,T,nintendo,Xseed Games,Project ACES,0.08,2010
11476,Dodge Racing: Charger vs Challenger,dodge-racing-charger-vs-challenger,Racing,E,nintendo,Zoo Games,EM Studios,0.11,2009
11477,Jaws: Ultimate Predator,jaws-ultimate-predator,Action,M,nintendo,Majesco,n-Space,0.11,2011
11479,Call of Cthulhu,call-of-cthulhu,Role-Playing,M,other,Focus Home Interactive,Cyanide,0.07,2018
11480,Power Gig: Rise of the SixString,power-gig-rise-of-the-sixstring,Misc,T,xbox,Unknown,Seven45 Studios,0.11,2010
11481,MTV Sports: Pure Ride,mtv-sports-pure-ride,Sports,E,other,THQ,Radical Entertainment,0.07,2000
11482,The Daring Game for Girls,the-daring-game-for-girls,Adventure,E,other,Majesco,WXP,0.11,2010
11483,Burning Road,burning-road,Racing,E,other,Playmates,Toka,0.07,1996
11484,nail'd,naild,Racing,T,other,Deep Silver,Techland,0.08,2010
11486,Danganronpa 1-2 Reload,danganronpa-1-2-reload,Adventure,M,other,NIS America,Spike Chunsoft,0.08,2017
11487,Mountain Sports,mountain-sports,Sports,E,nintendo,Activision,Sproing Interactive Media GMBH,0.11,2009
11488,IndyCar Series,indycar-series,Racing,E,other,Codemasters,Brain in a Jar,0.06,2003
11491,Puzzle Kingdoms,puzzle-kingdoms,Puzzle,E,nintendo,Zoo Digital Publishing,Infinite Interactive,0.11,2009
11492,Space Chimps,space-chimps,Platform,E10,other,Brash Entertainment,Red Tribe,0.06,2008
11493,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,crash-superpack-crash-bandicoot-2-n-tranced,Misc,E,nintendo,Sierra Entertainment,Vicarious Visions,0.09,2005
11494,Kidz Sports: Crazy Golf,kidz-sports-crazy-golf,Sports,E,nintendo,Destineer,Data Design Interactive,0.11,2008
11496,Gladiator: Sword of Vengeance,gladiator-sword-of-vengeance,Action,M,other,Acclaim Entertainment,Acclaim Entertainment,0.06,2003
11498,Pinball Hall of Fame: The Williams Collection,pinball-hall-of-fame-the-williams-collection,Misc,E10,xbox,Crave Entertainment,FarSight Studios,0.11,2009
11499,Monster Jam: Path of Destruction,monster-jam-path-of-destruction,Racing,E,xbox,Activision,Virtuos,0.11,2010
11500,Ultimate Card Games,ultimate-card-games,Misc,E,nintendo,Telegames,Cosmigo,0.09,2004
11502,Wallace & Gromit: Curse of the Were-Rabbit,wallace-amp-gromit-curse-of-the-were-rabbit,Adventure,E,other,Konami,Frontier Developments,0.06,2005
11503,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto,Fighting,T,xbox,Namco Bandai Games,CyberConnect2,0.11,2017
11504,Brunswick Pro Bowling,brunswick-pro-bowling,Sports,E,nintendo,Crave Entertainment,Crave Entertainment,0.11,2011
11505,ESA Game Pack,esa-game-pack,Misc,T,other,Sony Computer Entertainment,Various,0.11,2010
11506,The Bible Game,the-bible-game,Misc,E,nintendo,Crave Entertainment,Crave Entertainment,0.09,2005
11507,NFL Head Coach,nfl-head-coach,Sports,E,xbox,EA Sports,EA Tiburon,0.09,2006
11508,Rock Band: Metal Track Pack,rock-band-metal-track-pack,Misc,T,other,MTV Games,Harmonix Music Systems,0.11,2009
11510,Pro Evolution Soccer 2016,pro-evolution-soccer-2016,Sports,E,xbox,Konami Digital Entertainment,PES Productions,0.05,2015
11511,Code: Realize - Guardian of Rebirth,code-realize-guardian-of-rebirth,Adventure,T,other,Aksys Games,Idea Factory,0.06,2015
11512,Major League Baseball 2K6,major-league-baseball-2k6,Sports,E,other,2K Sports,Visual Concepts,0.11,2006
11514,"Ed, Edd n Eddy: The Mis-Edventures","edd n eddy the mis-edventures""",Platform,E,nintendo,Midway Games,A2M,0.08,2005
11515,Onimusha: Blade Warriors,onimusha-blade-warriors,Fighting,T,other,Capcom,Capcom,0.06,2004
11516,Skate City Heroes,skate-city-heroes,Sports,E,nintendo,Zoo Digital Publishing,Zeroscale,0.11,2008
11517,Disney's Extreme Skate Adventure,disneys-extreme-skate-adventure,Sports,E,nintendo,Activision,Toys for Bob,0.09,2003
11518,Akuji the Heartless,akuji-the-heartless,Platform,T,other,Eidos Interactive,Crystal Dynamics,0.07,1998
11519,NBA 2K2,nba-2k2,Sports,E,nintendo,Sega,Visual Concepts,0.09,2002
11520,Psychonauts,psychonauts,Platform,T,xbox,Majesco,Double Fine Productions,0.09,2005
11521,Subnautica,subnautica,Adventure,unrated,other,Gearbox Software,Unknown Worlds Entertainment,0.07,2018
11524,Jeremy McGrath Supercross World,jeremy-mcgrath-supercross-world,Racing,E,nintendo,Acclaim Entertainment,Acclaim Entertainment,0.09,2002
11525,SimAnimals Africa,simanimals-africa,Simulation,E,nintendo,Electronic Arts,The Sims Studio,0.1,2009
11528,HardBall 5,hardball-5,Sports,E,other,Accolade,MindSpan,0.07,1996
11529,Airborne Troops: Countdown to D-Day,airborne-troops-countdown-to-d-day,Shooter,T,other,Mud Duck Productions,WideScreen Games,0.06,2005
11530,Disney Princess: Enchanting Storybooks,disney-princess-enchanting-storybooks,Misc,E,other,THQ,THQ,0.07,2011
11531,MLB Inside Pitch 2003,mlb-inside-pitch-2003,Sports,E,xbox,Microsoft Game Studios,Microsoft Game Studios,0.09,2003
11532,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,xbox,Konami Digital Entertainment,Konami Digital Entertainment,0.06,2017
11533,Midnight Mysteries: The Edgar Allan Poe Conspiracy,midnight-mysteries-the-edgar-allan-poe-conspiracy,Adventure,T,other,Mumbo Jumbo,MumboJumbo,0.08,2010
11534,BlazBlue: Central Fiction,blazblue-central-fiction,Fighting,T,other,Aksys Games,Arc System Works,0.04,2016
11535,Lost Magic,lost-magic,Role-Playing,E,other,Ubisoft,Taito Corporation,0.09,2006
11538,Dragon Ball: Origins,dragon-ball-origins,Adventure,T,other,Atari,Game Republic,0.08,2008
11539,Legends of Wrestling II,legends-of-wrestling-ii,Fighting,T,nintendo,Acclaim Entertainment,Acclaim Studios Salt Lake City,0.09,2002
11541,7 Days to Die,7-days-to-die,Action,M,xbox,Telltale Games,The Fun Pimps,0.09,2016
11542,Rubik's World,rubiks-world,Puzzle,E,other,Game Factory,Two Tribes,0.1,2008
11544,The Price is Right: Decades,the-price-is-right-decades,Misc,E10,nintendo,Ubisoft,Ludia Inc.,0.11,2011
11545,Raiden IV,raiden-iv,Shooter,E10,xbox,UFO Interactive,Moss,0.1,2009
11548,Payday 2,payday-2,Shooter,M,nintendo,505 Games,Overkill Software,0.08,2018
11549,Cruis'n,cruisn,Racing,E,nintendo,Midway Games,Midway Studios San Diego,0.1,2007
11551,Barbie as The Island Princess,barbie-as-the-island-princess,Adventure,E,other,Activision,Human Soft / Ivolgamus,0.06,2007
11552,Petz Fantasy: Moonlight Magic,petz-fantasy-moonlight-magic,Simulation,E,other,Ubisoft,Ubisoft,0.11,2010
11553,Phantasy Star Universe,phantasy-star-universe,Role-Playing,T,xbox,Sega,Sonic Team,0.09,2006
11554,Battles of Prince of Persia,battles-of-prince-of-persia,Strategy,E10,other,Ubisoft,Ubisoft Montreal,0.1,2005
11555,MX vs. ATV Untamed,mx-vs-atv-untamed,Racing,E,other,THQ,Rainbow Studios,0.11,2007
11556,Crime Killer,crime-killer,Racing,T,other,Interplay,Pixelogic,0.07,1998
11557,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,americas-greatest-game-shows-wheel-of-fortune-amp-jeopardy,Misc,E,other,Ubisoft,Ubisoft,0.1,2017
11558,BlazBlue: Continuum Shift EXTEND,blazblue-continuum-shift-extend,Fighting,T,other,Aksys Games,Arc System Works,0.03,2012
11559,FIFA Football,fifa-football,Sports,E,other,EA Sports,EA Canada,0.02,2011
11560,Backyard Wrestling 2: There Goes the Neighborhood,backyard-wrestling-2-there-goes-the-neighborhood,Fighting,M,xbox,Eidos Interactive,Paradox Development,0.09,2004
11563,DreamWorks Super Star Kartz,dreamworks-super-star-kartz,Racing,E,other,Activision,Activision,0.06,2011
