rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,publisher_ranked
13282,Kobitodzukan: Kobito no Fushigi - Jikken Set,kobitodzukan-kobito-no-fushigi-jikken-set,Simulation,unrated,nintendo,nippon columbia,Racjin,0.08,2013,FALSE
13283,Tom Clancy's Splinter Cell: Pandora Tomorrow,tom-clancys-splinter-cell-pandora-tomorrow,Action,T,nintendo,ubisoft,Ubisoft,0.08,2004,TRUE
13284,Slayers Royal,slayers-royal,Role-Playing,unrated,playstation,kadokawa shoten,ESP Software,0.08,1998,FALSE
13285,Swingerz Golf,swingerz-golf,Sports,E,nintendo,eidos interactive,Telenet,0.08,2002,FALSE
13287,Pony Friends 2,pony-friends-2,Simulation,E,nintendo,square enix,Tantalus Interactive,0.08,2010,TRUE
13288,Wildlife Park 3,wildlife-park-3,Simulation,unrated,pc,bitcomposer games,B.Alive,0.08,2011,FALSE
13289,Diva Girls: Divas on Ice,diva-girls-divas-on-ice,Sports,E,nintendo,505 games,505 Games,0.08,2009,TRUE
13290,Man vs. Wild,man-vs-wild,Adventure,T,playstation,crave entertainment,Scientifically Proven,0.08,2011,FALSE
13291,The King of Fighters 2006,the-king-of-fighters-2006,Fighting,T,playstation,snk playmore,SNK Playmore Corporation,0.08,2006,FALSE
13292,My English Coach: Para Hispanoparlantes,my-english-coach-para-hispanoparlantes,Misc,E,other,ubisoft,Ubisoft,0.08,2009,TRUE
13293,Nobunaga's Ambition: Rise to Power,nobunagas-ambition-rise-to-power,Strategy,T,playstation,koei,Koei,0.08,2008,FALSE
13294,Cartoon Network: Punch Time Explosion XL,cartoon-network-punch-time-explosion-xl,Fighting,E10,nintendo,crave entertainment,Papaya Studios,0.08,2011,FALSE
13295,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,nintendo,ea sports,EA Canada,0.08,2002,FALSE
13296,Happy Feet Two,happy-feet-two,Adventure,E,nintendo,warner bros. interactive,KMM Games,0.08,2011,TRUE
13297,Qubed,qubed,Puzzle,E,xbox,atari,Various,0.08,2009,FALSE
13298,Backyard NBA Basketball,backyard-nba-basketball,Sports,E,other,atari,Mistic Software,0.08,2007,FALSE
13299,Hasbro Family Fun Pack Conquest Edition,hasbro-family-fun-pack-conquest-edition,Misc,unrated,playstation,ubisoft,Ubisoft,0.08,2016,TRUE
13300,Loading Human,loading-human,Adventure,T,playstation,maximum games,Untold Games,0.08,2016,FALSE
13301,Outlaw Golf,outlaw-golf,Sports,T,nintendo,simon & schuster interactive,Hypnotix,0.08,2002,FALSE
13302,Samurai Shodown Sen,samurai-shodown-sen,Fighting,M,xbox,xseed games,K2 LLC,0.08,2010,TRUE
13303,Bakugan: Rise of the Resistance,bakugan-rise-of-the-resistance,Strategy,E10,other,activision,Activision,0.08,2011,FALSE
13304,Pop'n Music,popn-music,Misc,E,nintendo,konami,Konami,0.08,2009,TRUE
13305,Steins;Gate: Darling of Loving Vows,steinsgate-darling-of-loving-vows,Visual Novel,unrated,xbox,5pb,Nitro+,0.08,2011,FALSE
13306,Major League Baseball 2K11,major-league-baseball-2k11,Sports,E,pc,2k sports,Visual Concepts,0.08,2011,FALSE
13307,King's Field (Japan),kings-field-japan,Role-Playing,unrated,playstation,from software,From Software,0.08,1994,FALSE
13308,Slam 'n Jam '96 featuring Magic & Kareem,slam-n-jam-96-featuring-magic-amp-kareem,Sports,E,playstation,crystal dynamics,Left Field Productions,0.08,1996,FALSE
13309,SingStar Apres-Ski Party 2,singstar-apres-ski-party-2,Misc,unrated,playstation,sony computer entertainment,SCEE London Studio,0.08,2010,FALSE
13310,EyeCreate,eyecreate,Misc,unrated,playstation,sony computer entertainment,London Studios,0.08,2007,FALSE
13311,The Italian Job,the-italian-job,Racing,T,xbox,eidos interactive,Climax Group,0.08,2003,FALSE
13312,ToraDora Portable!,toradora-portable,Adventure,unrated,playstation,namco bandai,Silicon Studio,0.08,2009,FALSE
13313,AKB1/149: Love Election,akb1,Simulation,unrated,playstation,namco bandai games,ArtDink,0.08,2013,FALSE
13314,Smuggler's Run: Warzones,smugglers-run-warzones,Misc,T,nintendo,rockstar games,Rockstar San Diego,0.08,2002,FALSE
13315,Princess in Love,princess-in-love,Simulation,E,other,thq,Engine Software BV,0.08,2009,FALSE
13316,Kaidan Restaurant: Ura Menu 100-Sen,kaidan-restaurant-ura-menu-100-sen,Misc,unrated,other,namco bandai,Bandai Namco Games,0.08,2010,FALSE
13317,R/C Stunt Copter,r,Simulation,E,playstation,titus,"Big Grub / Shiny Entertainment, Inc.",0.08,1999,FALSE
13318,Shining Resonance Refrain,shining-resonance-refrain,Role-Playing,T,playstation,sega,Media.Vision,0.08,2018,TRUE
13319,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,yamakawa-shuppansha-kanshuu-shousetsu-sekaishi-b,Misc,unrated,other,namco bandai,Bandai Namco Games,0.08,2007,FALSE
13320,Final Fantasy VI,final-fantasy-vi,Role-Playing,unrated,playstation,squaresoft,TOSE Software,0.08,1999,FALSE
13321,GoldenEye 007,goldeneye-007,Shooter,T,other,activision,n-Space,0.08,2010,FALSE
13322,Jikkyou Powerful Major League 2009,jikkyou-powerful-major-league-2009,Sports,unrated,playstation,konami,PawaPuro Production,0.08,2009,TRUE
13323,Super Monkey Ball Adventure,super-monkey-ball-adventure,Platform,E,playstation,sega,Traveller's Tales,0.08,2006,TRUE
13324,Space Channel 5 Special Edition,space-channel-5-special-edition,Misc,T,playstation,agetec,United Game Artists,0.08,2003,FALSE
13325,The Legend of Alon D'ar,the-legend-of-alon-dar,Role-Playing,T,playstation,ubisoft,Stormfront Studios,0.08,2001,TRUE
13326,Super Robot Taisen OG Saga: Endless Frontier,super-robot-taisen-og-saga-endless-frontier,Role-Playing,T,other,atlus,Monolith Soft,0.08,2009,FALSE
13327,Black/Matrix,black,Strategy,unrated,other,nec interchannel,Flight-Plan,0.08,1998,FALSE
13328,R.B.I. Baseball 2017,rbi-baseball-2017,Sports,unrated,nintendo,mlb.com,MLB.com,0.08,2017,FALSE
13329,Big Mutha Truckers,big-mutha-truckers,Racing,T,nintendo,thq,Eutechnyx,0.08,2003,FALSE
13330,Micro Machines: World Series,micro-machines-world-series,Racing,unrated,xbox,codemasters,Codemasters,0.08,2017,FALSE
13331,Root Letter,root-letter,Adventure,M,playstation,pqube,Kadokawa Games,0.08,2016,FALSE
13332,Ice Age 2: The Meltdown,ice-age-2-the-meltdown,Platform,E10,nintendo,vivendi games,Eurocom Entertainment Software,0.08,2006,FALSE
13333,The King of Fighters '96,the-king-of-fighters-96,Fighting,unrated,playstation,snk,SNK Corporation,0.08,1997,FALSE
13334,Captain Tsubasa: New Kick Off,captain-tsubasa-new-kick-off,Sports,unrated,other,konami,Konami,0.08,2010,TRUE
13335,Bust-A-Move 2 Arcade Edition,bust-a-move-2-arcade-edition,Puzzle,E,nintendo,acclaim entertainment,Probe Entertainment Limited,0.08,1998,FALSE
13336,Iggy's Reckin' Balls,iggys-reckin-balls,Racing,E,nintendo,acclaim entertainment,Iguana Entertainment,0.08,1998,FALSE
13337,Knife Edge: NoseGunner,knife-edge-nosegunner,Shooter,E,nintendo,kemco,Kemco,0.08,1998,FALSE
13338,NHL Breakaway 99,nhl-breakaway-99,Sports,E,nintendo,acclaim entertainment,Iguana Entertainment,0.08,1998,FALSE
13339,Sega Ages: After Burner II,sega-ages-after-burner-ii,Shooter,unrated,other,sega,Sega,0.08,1996,TRUE
13340,Tony Hawk's Pro Skater 3,tony-hawks-pro-skater-3,Sports,E,nintendo,activision,Edge of Reality,0.08,2002,FALSE
13342,Wetrix,wetrix,Puzzle,E,nintendo,ocean,Zed Two Limited,0.08,1998,FALSE
13343,Knights Contract,knights-contract,Action,M,xbox,namco bandai,Game Republic,0.08,2011,FALSE
13344,Little League World Series Baseball: Double Play,little-league-world-series-baseball-double-play,Sports,E,nintendo,activision,Now Production,0.08,2010,FALSE
13345,Darksiders II: Deathinitive Edition,darksiders-ii-deathinitive-edition,Action-Adventure,M,xbox,nordic games,Gunfire Games,0.08,2015,FALSE
13346,Dynasty Warriors 9,dynasty-warriors-9,Action,T,xbox,tecmo koei,Omega Force,0.08,2018,FALSE
13347,Order Up!!,order-up,Action,E,playstation,ignition entertainment,SuperVillain Studios,0.08,2012,FALSE
13348,Samurai Western,samurai-western,Action,M,playstation,atlus,Acquire,0.08,2005,FALSE
13349,Line Rider 2: Unbound,line-rider-2-unbound,Puzzle,E,other,"genius products, inc.",InXile Entertainment,0.08,2008,FALSE
13350,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,Action,E,nintendo,electronic arts,Warthog,0.08,2003,TRUE
13351,Looney Tunes: Acme Arsenal,looney-tunes-acme-arsenal,Action,E10,xbox,warner bros. interactive,Red Tribe,0.08,2007,TRUE
13352,High Heat Major League Baseball 2004,high-heat-major-league-baseball-2004,Sports,E,xbox,3do,3DO,0.08,2003,FALSE
13353,TimeSplitters: Future Perfect,timesplitters-future-perfect,Shooter,M,nintendo,electronic arts,Free Radical Design,0.08,2005,TRUE
13354,PAC-MAN and the Ghostly Adventures,pac-man-and-the-ghostly-adventures,Platform,E10,xbox,namco bandai games,Monkey Bar Games,0.08,2013,FALSE
13355,Kenshuui Tendo Dokuta,kenshuui-tendo-dokuta,Simulation,unrated,other,spike,Spike,0.08,2004,FALSE
13356,Pac-Man and the Ghostly Adventures 2,pac-man-and-the-ghostly-adventures-2,Platform,E10,nintendo,namco bandai games,Monkey Bar Games,0.08,2014,FALSE
13357,Super Sentai Battle: Ranger Cross,super-sentai-battle-ranger-cross,Action,unrated,nintendo,namco bandai,Namco Bandai Games,0.08,2011,FALSE
13358,Disney's Meet the Robinsons,disneys-meet-the-robinsons,Action,E10,xbox,disney interactive studios,Avalanche Software,0.08,2007,FALSE
13359,Gradius III and IV,gradius-iii-and-iv,Shooter,E,playstation,konami,Konami Computer Entertainment Tokyo,0.08,2000,TRUE
13360,Pilot ni Narou! 2,pilot-ni-narou-2,Simulation,unrated,playstation,victor interactive,BELUGA Computer Inc.,0.08,2001,FALSE
13361,Sherlock Holmes: Crimes & Punishments,sherlock-holmes-crimes-amp-punishments,Adventure,M,xbox,focus home interactive,Frogwares,0.08,2014,TRUE
13362,Rapala Fishing Pro Series,rapala-fishing-pro-series,Simulation,E,playstation,gamemill,"Concrete Software, Inc.",0.08,2017,FALSE
13363,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,ken-to-mahou-to-gakuen-mono-final-shinnyusei-wa-ohimesama,Strategy,unrated,playstation,acquire,ZeroDiv,0.08,2011,FALSE
13364,Incredible Crisis,incredible-crisis,Action,T,playstation,titus,Polygon Magic,0.08,2000,FALSE
13365,Ultimate Card Games DS,ultimate-card-games-ds,Strategy,E,other,telegames,Unknown,0.08,2008,FALSE
13366,Midway Arcade Treasures 3,midway-arcade-treasures-3,Misc,E,xbox,midway games,Digital Eclipse,0.08,2005,FALSE
13367,Jillian Michaels Fitness Ultimatum 2010,jillian-michaels-fitness-ultimatum-2010,Sports,E,other,majesco,Mistic Software,0.08,2009,FALSE
13368,Petz Fantasy: Sunshine Magic,petz-fantasy-sunshine-magic,Simulation,E,other,ubisoft,Ubisoft,0.08,2010,TRUE
13369,Samurai Shodown III,samurai-shodown-iii,Fighting,unrated,other,snk,SNK Corporation,0.08,1995,FALSE
13370,The King of Fighters EX2: Howling Blood,the-king-of-fighters-ex2-howling-blood,Fighting,T,nintendo,atlus,Marvelous Interactive,0.08,2003,FALSE
13371,Cabela's North American Adventures,cabelas-north-american-adventures,Sports,T,playstation,activision,Activision,0.08,2010,FALSE
13372,Akiba's Trip Plus,akibas-trip-plus,Action-Adventure,unrated,playstation,acquire,Acquire,0.08,2012,FALSE
13373,The Sims 3: Fast Lane Stuff,the-sims-3-fast-lane-stuff,Simulation,T,pc,electronic arts,EA Redwood Shores,0.08,2010,TRUE
13374,Minecraft: Story Mode - Season Two,minecraft-story-mode-season-two,Adventure,E10,xbox,telltale games,Telltale Games,0.08,2017,TRUE
13375,"Warhammer 40,000: Dawn of War II - Retribution","000 dawn of war ii - retribution""",Strategy,M,pc,thq,Relic Entertainment,0.08,2011,FALSE
13376,IA/VT Colorful,ia,Music,unrated,playstation,marvelous entertainment,Marvelous,0.08,2015,FALSE
13377,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,famicom-mini-sd-gundam-world-gachapon-senshi-scramble-wars,Strategy,unrated,nintendo,nintendo,Bandai,0.08,2004,TRUE
13378,Warhammer: Battle For Atluma,warhammer-battle-for-atluma,Action,T,playstation,namco bandai,JV Games,0.08,2006,FALSE
13379,Famicom Mini: Star Soldier,famicom-mini-star-soldier,Shooter,unrated,nintendo,nintendo,Hudson Soft,0.08,2004,TRUE
13380,Sentimental Graffiti 2,sentimental-graffiti-2,Adventure,unrated,other,nec interchannel,NEC Interchannel,0.08,2000,FALSE
13381,Witches & Vampires: The Secrets of Ashburry,witches-amp-vampires-the-secrets-of-ashburry,Adventure,E10,other,conspiracy entertainment,Smack Down Productions,0.08,2010,FALSE
13382,Shonen Jump's One Piece: Pirates Carnival,shonen-jumps-one-piece-pirates-carnival,Misc,E,nintendo,namco bandai,High Horse Entertainment,0.08,2006,FALSE
13383,Goblin Commander: Unleash the Horde,goblin-commander-unleash-the-horde,Strategy,T,xbox,jaleco,Jaleco Entertainment,0.08,2003,FALSE
13384,Doraemon: Nobita and the Island of Miracles,doraemon-nobita-and-the-island-of-miracles,Adventure,unrated,nintendo,furyu corporation,FuRyu,0.08,2012,FALSE
13385,From Russia With Love,from-russia-with-love,Shooter,T,playstation,electronic arts,Rebellion Developments,0.08,2006,TRUE
13386,Sentimental Graffiti: First Window,sentimental-graffiti-first-window,Adventure,unrated,other,nec interchannel,NEC Interchannel,0.08,1997,FALSE
13387,Cartoon Network Collection: Game Boy Advance Video Volume 2,cartoon-network-collection-game-boy-advance-video-volume-2,Misc,unrated,nintendo,majesco,Majesco Games,0.08,2004,FALSE
13388,The First Templar,the-first-templar,Adventure,T,pc,kalypso,Haemimont Games,0.08,2011,FALSE
13389,Discovery Kids: Spider Quest,discovery-kids-spider-quest,Misc,E,other,505 games,505 Games,0.08,2009,TRUE
13390,Tempest 3X,tempest-3x,Shooter,E,playstation,interplay,High Voltage Software,0.08,1996,FALSE
13391,"The $1,000,000 Pyramid",0,Misc,E,nintendo,ubisoft,Ubisoft,0.08,2011,TRUE
13392,A-Train,a-train,Strategy,E,playstation,maxis,ArtDink,0.08,1996,FALSE
13393,Hidden Invasion,hidden-invasion,Shooter,T,playstation,conspiracy entertainment,Toka,0.08,2002,FALSE
13394,Superman: Shadow of Apokolips,superman-shadow-of-apokolips,Action,E,nintendo,atari,Infogrames,0.08,2003,FALSE
13395,Armored Core 3 Portable,armored-core-3-portable,Simulation,unrated,playstation,from software,From Software,0.08,2009,FALSE
13396,Earth Defense Force 2017,earth-defense-force-2017,Shooter,T,xbox,d3 publisher,Sandlot,0.08,2007,FALSE
13397,Bleach: Erabareshi Tamashii,bleach-erabareshi-tamashii,Adventure,unrated,playstation,sony computer entertainment,SCEI,0.08,2005,FALSE
13398,Get Fit with Mel B,get-fit-with-mel-b,Sports,E,xbox,unknown,Lightning Fish,0.08,2005,FALSE
13399,"3 in 1: Solitaire, Mahjong & Tangram","mahjong & tangram""",Misc,unrated,other,deep silver,Deep Silver,0.08,2010,TRUE
13400,Overcooked! 2,overcooked-2,Simulation,unrated,xbox,sold out,Ghost Town Games,0.08,2018,FALSE
13401,Sengoku Musou 3: Moushouden,sengoku-musou-3-moushouden,Action,unrated,nintendo,tecmo koei,Omega Force,0.08,2011,FALSE
13402,Batman: Dark Tomorrow,batman-dark-tomorrow,Action,T,nintendo,kemco,"HotGen, Ltd.",0.08,2003,FALSE
13403,Crush,crush,Puzzle,E10,playstation,sega,Zoe Mode,0.08,2007,TRUE
13404,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,taiko-no-tatsujin-atsumete-tomodachi-daisakusen,Music,unrated,nintendo,namco bandai games,Bandai Namco Games,0.08,2015,FALSE
13405,Winter Stars,winter-stars,Sports,E,playstation,deep silver,49Games,0.08,2011,TRUE
13406,Yuu Yuu Hakusho: Makyo Toitsusen,yuu-yuu-hakusho-makyo-toitsusen,Fighting,unrated,other,sega,"Treasure Co., Ltd.",0.08,1994,TRUE
13407,Worms: A Space Oddity,worms-a-space-oddity,Strategy,E10,nintendo,thq,Team17 Software,0.08,2008,FALSE
13408,Rock Revolution,rock-revolution,Misc,T,nintendo,konami,Zoe Mode / HB Studios,0.08,2008,TRUE
13409,Ogre Battle Series: Tactics Ogre,ogre-battle-series-tactics-ogre,Role-Playing,T,playstation,atlus,Quest Corporation,0.08,1998,FALSE
13410,Mission Runway,mission-runway,Simulation,E,other,thq,Arts Software,0.08,2009,FALSE
13411,Battlestar Galactica,battlestar-galactica,Simulation,T,xbox,vu games,Warthog,0.08,2003,FALSE
13412,Fireblade,fireblade,Simulation,T,xbox,midway games,Kuju Entertainment,0.08,2002,FALSE
13413,Drama Queens,drama-queens,Misc,T,other,majesco,Sensory Sweep,0.08,2009,FALSE
13414,Tomb Raider: Legend,tomb-raider-legend,Action,T,nintendo,eidos interactive,Crystal Dynamics,0.08,2006,FALSE
13415,Boxing Fever,boxing-fever,Sports,E,nintendo,majesco,Digital Fiction,0.08,2001,FALSE
13416,RoadKill,roadkill,Action,M,xbox,midway games,Terminal Reality,0.08,2003,FALSE
13417,Diego's Build & Rescue,diegos-build-amp-rescue,Action,E,other,2k play,2K Play,0.08,2010,FALSE
13418,Major League Baseball 2K12,major-league-baseball-2k12,Sports,E,other,take-two interactive,"Visual Concepts, Ltd.",0.08,2012,TRUE
13419,7 Wonders of the Ancient World,7-wonders-of-the-ancient-world,Puzzle,E,playstation,mumbo jumbo,Hot Lava Games,0.08,2007,FALSE
13420,Atelier Firis: The Alchemist and the Mysterious Journey,atelier-firis-the-alchemist-and-the-mysterious-journey,Role-Playing,T,playstation,tecmo koei,Gust,0.08,2017,FALSE
13421,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,gintama-gin-san-to-issho-boku-no-kabuki-machi-nikki,Action,unrated,playstation,namco bandai,Bandai Namco Games,0.08,2007,FALSE
13422,ZhuZhu Babies,zhuzhu-babies,Simulation,unrated,other,activision,Black Lantern Studios,0.08,2011,FALSE
13423,Far Cry Vengeance,far-cry-vengeance,Shooter,M,nintendo,ubisoft,Ubisoft Montreal,0.08,2006,TRUE
13424,MLB Front Office Manager,mlb-front-office-manager,Sports,E,playstation,2k sports,Blue Castle Games,0.08,2009,FALSE
13425,Wordfish,wordfish,Puzzle,E,other,ubisoft,Ubisoft,0.08,2008,TRUE
13426,Indycar Series 2005,indycar-series-2005,Action,E,xbox,codemasters,Unknown,0.08,2004,FALSE
13427,Final Fantasy XI: Vana'diel Collection 2008,final-fantasy-xi-vanadiel-collection-2008,Role-Playing,T,playstation,square enix,Square Enix,0.08,2007,TRUE
13428,Medabots Dual: Kabuto / Kuwagata,medabots-dual-kabuto,Action,unrated,nintendo,rocket company,Jupiter Corporation,0.08,2013,FALSE
13429,Worms: Open Warfare,worms-open-warfare,Strategy,E10,other,thq,Team17 Software,0.08,2006,FALSE
13430,Taz Wanted,taz-wanted,Platform,E,nintendo,atari,Blitz Games,0.08,2002,FALSE
13431,World Series of Poker 2008: Battle for the Bracelets,world-series-of-poker-2008-battle-for-the-bracelets,Action,T,xbox,activision,Unknown,0.08,2007,FALSE
13432,Penny Racers Party: Turbo-Q Speedway,penny-racers-party-turbo-q-speedway,Racing,E,nintendo,takara tomy,Takara Tomy,0.08,2008,FALSE
13433,The Sims 2: Ikea Home Stuff,the-sims-2-ikea-home-stuff,Simulation,T,pc,electronic arts,Maxis,0.08,2008,TRUE
13434,TrackMania DS,trackmania-ds,Racing,E,other,atlus,Firebrand Games,0.08,2009,FALSE
13435,Code Lyoko: Fall of X.A.N.A.,code-lyoko-fall-of-xana,Adventure,E,other,game factory,Game Factory,0.08,2008,FALSE
13436,Gravel,gravel,Racing,unrated,playstation,milestone s.r.l.,Milestone S.r.l.,0.08,2018,FALSE
13437,Skydiving Extreme,skydiving-extreme,Sports,E,playstation,natsume,Banpresto,0.08,2001,FALSE
13438,Evil Dead: Regeneration,evil-dead-regeneration,Action,M,xbox,thq,Cranky Pants Games,0.08,2005,FALSE
13439,Medabots 8,medabots-8,Misc,unrated,nintendo,rocket company,Unknown,0.08,2014,FALSE
13440,Battlefield 2,battlefield-2,Shooter,T,pc,electronic arts,Digital Illusions CE,0.08,2005,TRUE
13441,Super Robot Wars OG: The Moon Dwellers,super-robot-wars-og-the-moon-dwellers,Misc,unrated,playstation,namco bandai games,Unknown,0.08,2016,FALSE
13442,Evolution Worlds,evolution-worlds,Role-Playing,E,nintendo,ubisoft,Sting,0.08,2002,TRUE
13443,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,motto-stitch-ds-rhythm-de-rakugaki-daisakusen,Misc,unrated,other,disney interactive studios,Cattle Call,0.08,2010,FALSE
13444,Zoo Tycoon (2013),zoo-tycoon-2013,Simulation,E,xbox,microsoft studios,Frontier Developments,0.08,2013,FALSE
13445,New International Track & Field,new-international-track-amp-field,Sports,E10,other,konami,Sumo Digital,0.08,2008,TRUE
13446,Pro Evolution Soccer 2013,pro-evolution-soccer-2013,Sports,E,pc,konami digital entertainment,Konami,0.08,2012,FALSE
13447,Rapala Pro Bass Fishing 2010,rapala-pro-bass-fishing-2010,Sports,E,playstation,activision,FUN Labs,0.08,2010,FALSE
13448,Dungeon Travelers 2: The Royal Library & the Monster Seal,dungeon-travelers-2-the-royal-library-amp-the-monster-seal,Role-Playing,unrated,playstation,aqua plus,Sting,0.08,2013,FALSE
13449,MX vs ATV All Out,mx-vs-atv-all-out,Racing,E10,xbox,thq nordic,Rainbow Studios,0.08,2018,TRUE
13450,Toy Soldiers: War Chest,toy-soldiers-war-chest,Action,T,xbox,ubisoft,Signal Studios,0.08,2015,TRUE
13451,Sub Rebellion,sub-rebellion,Simulation,T,playstation,metro 3d,Irem Software Engineering,0.08,2002,FALSE
13452,Grease Dance,grease-dance,Misc,T,playstation,505 games,505 Games,0.08,2011,TRUE
13453,My Friends,my-friends,Misc,E,other,o-games,Oxygen Games,0.08,2009,FALSE
13454,Future Card Buddyfight: Yuujou no Bakunetsu Fight!,future-card-buddyfight-yuujou-no-bakunetsu-fight,Strategy,unrated,nintendo,furyu corporation,FuRyu,0.08,2015,FALSE
13455,Striker 96,striker-96,Sports,E,playstation,acclaim entertainment,Rage Software,0.08,1996,FALSE
13456,Bleach: Heat the Soul 4,bleach-heat-the-soul-4,Fighting,unrated,playstation,sony computer entertainment,Eighting,0.08,2007,FALSE
13457,Pocket Dogs,pocket-dogs,Misc,E,nintendo,o~3 entertainment,Agatsuma Entertainment,0.08,2005,FALSE
13458,Tokimeki Memorial 4,tokimeki-memorial-4,Adventure,unrated,playstation,konami,Konami,0.08,2009,TRUE
13459,Real Robots Final Attack,real-robots-final-attack,Shooter,unrated,playstation,banpresto,Banpresto,0.08,1998,FALSE
13460,Soul Bubbles,soul-bubbles,Puzzle,E,other,eidos interactive,Mekensleep,0.08,2008,FALSE
13461,P.N.03 - Product Number Three,pn03-product-number-three,Shooter,T,nintendo,capcom,Capcom Production Studio 4,0.08,2003,TRUE
13462,Adventure Time: Explore the Dungeon Because I Don't Know!,adventure-time-explore-the-dungeon-because-i-dont-know,Action-Adventure,E10,xbox,d3publisher,Way Forward,0.08,2013,FALSE
13463,Ultimate Ghosts 'n Goblins,ultimate-ghosts-n-goblins,Platform,E10,playstation,capcom,Capcom,0.08,2006,TRUE
13464,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougenâ€‹,boku-no-natsuyasumi-3-hokkoku-hen-chiisana-boku-no-dai-sougenamp8203,Adventure,unrated,playstation,sony computer entertainment,Millennium Kitchen,0.08,2007,FALSE
13465,Ape Escape: Pumped & Primed,ape-escape-pumped-amp-primed,Party,T,playstation,ubisoft,SCE Japan Studio,0.08,2004,TRUE
13466,10 Minute Solution,10-minute-solution,Sports,E,nintendo,activision,Anchor Bay Entertainment,0.08,2010,FALSE
13467,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,ansatsu-kyoushitsu-assassin-ikusei-keikaku,Action,unrated,nintendo,bandai namco games,Bandai Namco Games,0.08,2016,FALSE
13468,Monster Trucks DS,monster-trucks-ds,Racing,E,other,majesco,Skyworks Technologies,0.08,2005,FALSE
13469,FabStyle,fabstyle,Strategy,unrated,other,tecmo koei,Tecmo Koei Games,0.08,2011,FALSE
13470,Outlaw Tennis,outlaw-tennis,Sports,M,playstation,global star software,Hypnotix,0.08,2005,FALSE
13471,Port Royale 3,port-royale-3,Simulation,T,playstation,kalypso media,Gaming Minds Studios,0.08,2012,FALSE
13472,Homefront: The Revolution,homefront-the-revolution,Shooter,M,pc,deep silver,Dambuster Studios,0.08,2016,TRUE
13473,12-Sai. Koisuru Diary,12-sai-koisuru-diary,Adventure,unrated,nintendo,happinet,Unknown,0.08,2016,FALSE
13474,C.O.P.: The Recruit,cop-the-recruit,Action,T,other,ubisoft,Ubisoft,0.08,2009,TRUE
13475,Tony Hawk's Pro Skater 5,tony-hawks-pro-skater-5,Sports,T,xbox,activision,Robomodo,0.08,2015,FALSE
13476,LEGO Soccer Mania,lego-soccer-mania,Sports,E,nintendo,lego media,Tiertex Design Studios,0.08,2002,FALSE
13477,Alien Syndrome,alien-syndrome,Role-Playing,T,playstation,sega,Totally Games,0.08,2007,TRUE
13478,Gadget Racers,gadget-racers,Racing,E,playstation,conspiracy entertainment,Barnhouse Effect,0.08,2001,FALSE
13479,Phantasy Star Online Episode III: C.A.R.D. Revolution,phantasy-star-online-episode-iii-card-revolution,Role-Playing,T,nintendo,sega,Sonic Team,0.08,2004,TRUE
13480,Jimmie Johnson's Anything With an Engine,jimmie-johnsons-anything-with-an-engine,Racing,E10,playstation,konami,Isopod Labs,0.08,2011,TRUE
13481,BlazBlue: Cross Tag Battle,blazblue-cross-tag-battle,Fighting,T,playstation,arc system works,Arc System Works,0.08,2018,TRUE
13482,Tomb Raider: Underworld,tomb-raider-underworld,Adventure,T,pc,eidos interactive,Crystal Dynamics,0.08,2008,FALSE
13483,Bleach: Heat the Soul 7,bleach-heat-the-soul-7,Fighting,unrated,playstation,sony computer entertainment,Eighting,0.08,2010,FALSE
13484,Dreamer Series: Shop Owner,dreamer-series-shop-owner,Simulation,E,other,dreamcatcher interactive,ZigZag Island,0.08,2009,FALSE
13485,Nanashi no Game,nanashi-no-game,Adventure,unrated,other,square enix,Square Enix,0.08,2008,TRUE
13486,Dead Rising,dead-rising,Action,unrated,playstation,capcom,Capcom Production Studio 1,0.08,2016,TRUE
13487,Moe Chronicle,moe-chronicle,Role-Playing,unrated,playstation,compile heart,Compile Heart,0.08,2014,FALSE
13488,Auto Destruct,auto-destruct,Action,T,playstation,electronic arts,Neurostone,0.08,1998,TRUE
13489,Samurai Warriors 2,samurai-warriors-2,Action,T,xbox,koei,Omega Force,0.08,2006,FALSE
13490,Scooby-Doo! Who's Watching Who?,scooby-doo-whos-watching-who,Adventure,E,playstation,thq,THQ,0.08,2006,FALSE
13491,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,dangerous-ji-san-to-1000-nin-no-otomodachi-yokoshima,Action,unrated,nintendo,namco bandai games,Bandai Namco Games,0.08,2012,FALSE
13492,GOTHA: Ismailia Seneki,gotha-ismailia-seneki,Strategy,unrated,other,sega,Micronet,0.08,1995,TRUE
13493,Storybook Workshop,storybook-workshop,Misc,E,nintendo,konami,Konami,0.08,2009,TRUE
