rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,publisher_ranked
17681,Kaleidoeve,kaleidoeve,Adventure,unrated,playstation,hunex,HuneX,0.02,2015,FALSE
17682,No Heroes Allowed! VR,no-heroes-allowed-vr,Strategy,unrated,playstation,sony interactive entertainment,Acquire,0.02,2017,FALSE
17683,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,motto-hayaku-seikaku-ni-suu-sense-keisan-ryuoku-up-training-suutore,Misc,unrated,other,benesse,Benesse,0.02,2008,FALSE
17684,Gekka Ryouran Romance,gekka-ryouran-romance,Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2011,FALSE
17685,2 in 1 Combo Pack: Sonic Mega Collection Plus / Super Monkey Ball Deluxe,2-in-1-combo-pack-sonic-mega-collection-plus,Misc,E,xbox,sega,Sega,0.02,2005,TRUE
17686,Ore no Yome: Anata Dake no Hanayome,ore-no-yome-anata-dake-no-hanayome,Adventure,unrated,xbox,idea factory,Lupinus,0.02,2010,FALSE
17687,Tale of a Hero,tale-of-a-hero,Adventure,unrated,pc,daedalic,Future Games,0.02,2010,FALSE
17688,Meiji Toukyou Renka: Full Moon,meiji-toukyou-renka-full-moon,Action,unrated,playstation,5pb,Unknown,0.02,2016,FALSE
17689,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,nighttruth-explanation-of-the-paranormal-the-making-of-nighttruth-voice-selection,Misc,unrated,other,sonnet,Sonnet,0.02,1996,FALSE
17690,Final Approach 2: 1st Priority,final-approach-2-1st-priority,Adventure,unrated,playstation,princess soft,Princess Soft,0.02,2008,FALSE
17691,Back to the Future: The Game,back-to-the-future-the-game,Adventure,T,xbox,telltale games,Telltale Games,0.02,2015,TRUE
17692,SBK: Snowboard Kids,sbk-snowboard-kids,Sports,E,other,atlus,"in-glove Co., ltd",0.02,2005,FALSE
17693,Jewel Master: Cradle Of Rome 2,jewel-master-cradle-of-rome-2,Puzzle,unrated,other,rising star,Rising Star Games,0.02,2011,FALSE
17694,Moujuutsukai to Oujisama: Snow Bride,moujuutsukai-to-oujisama-snow-bride,Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2011,FALSE
17695,Detective Jinguuji Saburo: Ronde Revenge,detective-jinguuji-saburo-ronde-revenge,Misc,unrated,nintendo,arc system works,Unknown,0.02,2012,TRUE
17696,Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?,saiki-kusuo-no-psi-nan-shijou-psi-dai-no-psi-nan,Action,unrated,nintendo,namco bandai games,Namco Bandai Games,0.02,2016,FALSE
17697,Casper: Spirit Dimensions,casper-spirit-dimensions,Platform,E,nintendo,tdk mediactive,Lucky Chicken Games,0.02,2002,FALSE
17698,Meitantei Evangelion,meitantei-evangelion,Adventure,unrated,playstation,broccoli,Headlock,0.02,2007,FALSE
17699,Tsuyo Kiss 2 Portable,tsuyo-kiss-2-portable,Adventure,unrated,playstation,unknown,NetRevo,0.02,2010,FALSE
17700,8 to Glory: The Official Game of the PBR,8-to-glory-the-official-game-of-the-pbr,Sports,E,xbox,thq nordic,Three Gates,0.02,2018,TRUE
17701,Butt-Ugly Martians: Zoom or Doom!,butt-ugly-martians-zoom-or-doom,Racing,E,playstation,crave entertainment,Runecraft,0.02,2003,FALSE
17702,Mar Heaven: Karudea no Akuma,mar-heaven-karudea-no-akuma,Role-Playing,unrated,other,konami,Alpha Unit,0.02,2006,TRUE
17703,World Championship Poker featuring Howard Lederer: All In,world-championship-poker-featuring-howard-lederer-all-in,Misc,T,nintendo,crave entertainment,Point of View,0.02,2007,FALSE
17704,Overlord,overlord,Adventure,T,pc,codemasters,Triumph Studios,0.02,2007,FALSE
17705,Command & Conquer 3: Deluxe Edition,command-amp-conquer-3-deluxe-edition,Strategy,T,pc,electronic arts,EA Los Angeles,0.02,2008,TRUE
17706,Brain Dead 13,brain-dead-13,Adventure,E,playstation,readysoft,ReadySoft,0.02,1996,FALSE
17707,Robotics;Notes,roboticsnotes,Visual Novel,unrated,xbox,5pb,5pb. Games,0.02,2012,FALSE
17708,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,shaberu-ds-oryouri-navi-marugoto-teikoku-hotel-saikouhou-no-ryouri-chou-ga-oshieru-katei-ryouri,Misc,unrated,other,koei,Paon Corporation,0.02,2007,FALSE
17709,Cats Together,cats-together,Simulation,unrated,nintendo,bandai namco games,Bandai Namco Games,0.02,2018,FALSE
17710,FIFA Soccer 09,fifa-soccer-09,Sports,E,pc,electronic arts,EA Canada,0.02,2008,TRUE
17711,Mata Hari: Betrayal is only a Kiss Away,mata-hari-betrayal-is-only-a-kiss-away,Adventure,T,pc,viva media,Cranberry Production,0.02,2009,FALSE
17712,Command & Conquer: The First Decade,command-amp-conquer-the-first-decade,Strategy,unrated,pc,electronic arts,EA Los Angeles\ Westwood Studios,0.02,2006,TRUE
17713,T.A.C. Heroes : Big Red One,tac-heroes-big-red-one,Strategy,E10,other,storm city games,Storm City Games,0.02,2010,FALSE
17714,Dungeons & Dragons: Shadow over Mystara,dungeons-amp-dragons-shadow-over-mystara,Misc,unrated,playstation,capcom,Unknown,0.02,2014,TRUE
17715,Super PickUps,super-pickups,Racing,E,playstation,xs games,Milestone,0.02,2007,FALSE
17716,The Fast and the Furious,the-fast-and-the-furious,Racing,T,playstation,namco bandai,Eutechnyx,0.02,2007,FALSE
17717,The King of Fighters NeoWave,the-king-of-fighters-neowave,Fighting,T,xbox,snk playmore,SNK Playmore Corporation,0.02,2006,FALSE
17718,Aquanaut's Holiday,aquanauts-holiday,Adventure,E,playstation,sony computer entertainment,ArtDink,0.02,1995,FALSE
17719,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,negima-chou-mahora-taisen-chuu-checkiin-zenin-shuugou-yappari-onsen-kichaimashitaa,Adventure,unrated,other,marvelous interactive,Marvelous Interactive,0.02,2007,FALSE
17720,The Lord of the Rings: The Battle for Middle-Earth II,the-lord-of-the-rings-the-battle-for-middle-earth-ii,Strategy,T,pc,electronic arts,EA Los Angeles,0.02,2006,TRUE
17721,Hot 'n' Cold,hot-n-cold,Action,E,other,majesco,Majesco,0.02,2009,FALSE
17722,Nisenochigiri,nisenochigiri,Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2010,FALSE
17723,Clock Zero: Shuuen no Ichibyou - ExTime,clock-zero-shuuen-no-ichibyou-extime,Action,unrated,playstation,idea factory,Unknown,0.02,2015,FALSE
17724,Wakeboarding Unleashed Featuring Shaun Murray,wakeboarding-unleashed-featuring-shaun-murray,Sports,E,nintendo,aspyr,Small Rockets,0.02,2003,FALSE
17725,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,kikou-heidan-j-phoenix-cobalt-shoutaihen,Action,unrated,playstation,takara,Takara,0.02,2002,FALSE
17726,Last Escort,last-escort,Adventure,unrated,playstation,d3 publisher,Vingt-et-un Systems,0.02,2006,FALSE
17727,Meikyuu Cross Blood: Reloaded,meikyuu-cross-blood-reloaded,Action,unrated,xbox,unknown,Kadokawa Shoten,0.02,2011,FALSE
17728,Livly Garden,livly-garden,Simulation,unrated,other,marvelous interactive,Marvelous Interactive,0.02,2010,FALSE
17729,Nicktoons Collection: Game Boy Advance Video Volume 3,nicktoons-collection-game-boy-advance-video-volume-3,Misc,unrated,nintendo,majesco,Majesco Games,0.02,2005,FALSE
17730,Root Infinity Rexx,root-infinity-rexx,Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2015,FALSE
17731,Timmy Time,timmy-time,Action,unrated,other,avanquest,Avanquest Software,0.02,2011,FALSE
17732,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,elminage-iii-ankoku-no-shito-to-yaiyou-no-kyuuden,Role-Playing,unrated,playstation,starfish,Starfish SD,0.02,2011,FALSE
17733,Kao Challengers,kao-challengers,Platform,E,playstation,atari,Tate Interactive,0.02,2006,FALSE
17734,Titan Quest,titan-quest,Action,T,playstation,thq nordic,Iron Lore Entertainment,0.02,2018,TRUE
17735,Aria: The Natural ~Tooi Yume no Mirage~,aria-the-natural-tooi-yume-no-mirage,Adventure,unrated,playstation,alchemist,Regista,0.02,2006,FALSE
17736,Commando: Steel Disaster,commando-steel-disaster,Shooter,E10,other,xs games,Mana Comp. Soft.,0.02,2008,FALSE
17737,Spider-Man 3,spider-man-3,Platform,T,pc,activision,Beenox,0.02,2007,FALSE
17738,Cities in Motion Collection,cities-in-motion-collection,Simulation,E,pc,paradox interactive,Paradox Interactive,0.02,2011,TRUE
17739,Gakuen K: Wonderful School Days,gakuen-k-wonderful-school-days,Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2014,FALSE
17740,Fast & Furious: Showdown,fast-amp-furious-showdown,Action,unrated,playstation,activision,Unknown,0.02,2013,FALSE
17741,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,katekyoo-hitman-reborn-dream-hyper-battle-wii,Fighting,unrated,nintendo,marvelous interactive,Marvelous Interactive,0.02,2008,FALSE
17742,Gal Gun,gal-gun,Simulation,unrated,playstation,alchemist,Alchemist,0.02,2012,FALSE
17743,Homeworld,homeworld,Strategy,E,pc,sierra entertainment,Relic,0.02,1999,FALSE
17744,Hakuouki: Yuugi Roku DS,hakuouki-yuugi-roku-ds,Adventure,unrated,other,idea factory,Idea Factory,0.02,2011,FALSE
17745,Border Break,border-break,Action-Adventure,unrated,playstation,sega,Sega,0.02,2018,TRUE
17746,Shonen Jump's Shaman King: Master of Spirits 2,shonen-jumps-shaman-king-master-of-spirits-2,Role-Playing,E10,nintendo,konami,Konami,0.02,2005,TRUE
17747,Tenkai Knights: Brave Battle,tenkai-knights-brave-battle,Action,unrated,nintendo,namco bandai games,Delta Factory,0.02,2014,FALSE
17748,Chevrolet Camaro: Wild Ride,chevrolet-camaro-wild-ride,Racing,E,other,storm city games,Visual Impact Productions,0.02,2010,FALSE
17749,Toki no Kizuna: Hanayui Tsuzuri,toki-no-kizuna-hanayui-tsuzuri,Misc,unrated,playstation,idea factory,Unknown,0.02,2013,FALSE
17750,Rinne no Lagrange: Kamogawa Days,rinne-no-lagrange-kamogawa-days,Misc,unrated,playstation,namco bandai games,Unknown,0.02,2012,FALSE
17751,Hunting Simulator,hunting-simulator,Shooter,T,nintendo,bigben interactive,Maximum Games,0.02,2018,FALSE
17752,SAW,saw,Action,M,pc,konami,Zombie Studios,0.02,2009,TRUE
17753,So Blonde,so-blonde,Adventure,unrated,pc,eidos interactive,WizarBox,0.02,2008,FALSE
17754,Code R,code-r,Adventure,unrated,other,quintet,Quintet,0.02,1998,FALSE
17755,The Idolmaster: Gravure For You! Vol.8,the-idolmaster-gravure-for-you-vol8,Misc,unrated,playstation,namco bandai games,Unknown,0.02,2012,FALSE
17756,ArmaGallant: Decks of Destiny,armagallant-decks-of-destiny,Strategy,E10,playstation,maximum games,RockNanoGlobal,0.02,2017,FALSE
17757,Kamen Rider: Battride War II,kamen-rider-battride-war-ii,Action,unrated,nintendo,namco bandai games,Eighting,0.02,2014,FALSE
17758,Sacred Gold,sacred-gold,Role-Playing,T,pc,strategy first,Ascaron Entertainment,0.02,2006,FALSE
17759,Jake Hunter: Detective Chronicles,jake-hunter-detective-chronicles,Adventure,T,other,aksys games,WorkJam,0.02,2008,TRUE
17760,Disney Sports Football,disney-sports-football,Sports,E,nintendo,konami,Konami,0.02,2002,TRUE
17761,Chicken Hunter,chicken-hunter,Shooter,E10,other,mumbo jumbo,Phenomedia,0.02,2008,FALSE
17762,Hakuoki: Shinkai - Furi no Shou,hakuoki-shinkai-furi-no-shou,Action,unrated,playstation,idea factory,Unknown,0.02,2015,FALSE
17763,Headhunter: Redemption,headhunter-redemption,Action,M,xbox,sega,Amuze,0.02,2004,TRUE
17764,Max Payne,max-payne,Shooter,M,pc,gathering of developers,Remedy Entertainment,0.02,2001,FALSE
17765,Onechanbara Special,onechanbara-special,Action,unrated,playstation,d3 publisher,Tamsoft Corporation,0.02,2011,FALSE
17766,Daikaijuu Battle: Ultra Coliseum,daikaijuu-battle-ultra-coliseum,Fighting,unrated,nintendo,namco bandai,Bandai Namco Games,0.02,2008,FALSE
17767,Order of War,order-of-war,Strategy,T,pc,square enix,Wargaming.net,0.02,2009,TRUE
17768,Saki: Achiga-Hen Portable,saki-achiga-hen-portable,Misc,unrated,playstation,alchemist,Unknown,0.02,2013,FALSE
17769,Secrets of the Titanic,secrets-of-the-titanic,Misc,unrated,other,avanquest software,Unknown,0.02,2012,FALSE
17770,Uta no Prince-sama: Amazing Aria & Sweet Serenade Love,uta-no-prince-sama-amazing-aria-amp-sweet-serenade-love,Adventure,unrated,playstation,broccoli,Broccoli,0.02,2017,FALSE
17771,Legend: Hand of God,legend-hand-of-god,Role-Playing,M,pc,valusoft,Master Creating,0.02,2008,FALSE
17772,Minna de Dokusho: Keatai Shousetsu Desu,minna-de-dokusho-keatai-shousetsu-desu,Misc,unrated,playstation,dorart,Dorart,0.02,2008,FALSE
17773,Polar Bowler,polar-bowler,Sports,unrated,other,mumbo jumbo,Wild Games,0.02,2008,FALSE
17774,Hoppie,hoppie,Platform,E,other,jack of all games,Jack of All Games,0.02,2011,FALSE
17775,Prehistorik Man,prehistorik-man,Platform,E,nintendo,titus,Titus Software,0.02,2001,FALSE
17776,Nervous Brickdown,nervous-brickdown,Puzzle,E,other,secret stash games,Arkedo Studio,0.02,2007,FALSE
17777,Chicago Enforcer,chicago-enforcer,Shooter,M,xbox,kemco,Touchdown Entertainment,0.02,2005,FALSE
17778,F1 2002,f1-2002,Racing,E,nintendo,"destination software, inc",Magic Pockets,0.02,2003,FALSE
17779,Jinguuji Saburou DS: Akai Chou,jinguuji-saburou-ds-akai-chou,Adventure,unrated,other,arc system works,WorkJam,0.02,2010,TRUE
17780,Casper's Scare School: Spooky Sports Day,caspers-scare-school-spooky-sports-day,Sports,E,nintendo,crave entertainment,The Code Monkeys,0.02,2010,FALSE
17781,Dance Dance Revolution Extra Mix,dance-dance-revolution-extra-mix,Simulation,unrated,playstation,konami,KCET,0.02,2001,TRUE
17782,UnchainBlades EXXiV,unchainblades-exxiv,Misc,unrated,playstation,furyu corporation,Unknown,0.02,2012,FALSE
17783,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,meitantei-conan-kieta-hakase-to-machigai-sagashi-no-tou,Adventure,unrated,other,namco bandai,Bandai Namco Games,0.02,2008,FALSE
17784,Fuel,fuel,Racing,E,pc,codemasters,Asobo Studios,0.02,2009,FALSE
17785,WRC 2: FIA World Rally Championship,wrc-2-fia-world-rally-championship,Racing,unrated,pc,ubisoft,Milestone S.r.l,0.02,2011,TRUE
17786,Oil Rush,oil-rush,Strategy,unrated,pc,unknown,Unigine Corp,0.02,2012,FALSE
17787,Fallout Trilogy,fallout-trilogy,Role-Playing,M,pc,interplay,Black Isle Studios,0.02,2009,FALSE
17788,Kawaii Koinu DS 3,kawaii-koinu-ds-3,Simulation,unrated,other,mto,MTO,0.02,2010,FALSE
17789,Rat Attack!,rat-attack,Puzzle,E,nintendo,mindscape,Pure Entertainment,0.02,2000,FALSE
17790,Super Bowling,super-bowling,Sports,E,nintendo,ufo interactive,Athena,0.02,2001,FALSE
17791,Chuugen no Hasha: Sangoku Shouseiden,chuugen-no-hasha-sangoku-shouseiden,Strategy,unrated,playstation,namco,Namco,0.02,2006,FALSE
17792,Dance! It's Your Stage,dance-its-your-stage,Misc,unrated,playstation,dtp entertainment,Sproing Interactive Media GMBH,0.02,2011,FALSE
17793,Kimi o Aogi Otome wa Hime ni,kimi-o-aogi-otome-wa-hime-ni,Adventure,unrated,playstation,entergram,Unknown,0.02,2016,FALSE
17794,Stormrise,stormrise,Strategy,M,pc,sega,The Creative Assembly,0.02,2009,TRUE
17795,Gravity Rush Remastered,gravity-rush-remastered,Action-Adventure,unrated,playstation,sony computer entertainment europe,Bluepoint Games,0.02,2016,FALSE
17796,Largo Winch .// Commando Sar,largo-winch-.,Adventure,T,playstation,ubisoft,Rebellion Developments,0.02,2002,TRUE
17797,Winter Sports 2011,winter-sports-2011,Sports,unrated,xbox,dtp entertainment,49Games,0.02,2011,FALSE
17798,Cross Treasures,cross-treasures,Role-Playing,unrated,other,square enix,V Jump / Square Enix,0.02,2009,TRUE
17799,Joker no Kuni no Alice,joker-no-kuni-no-alice,Adventure,unrated,playstation,quinrose,QuinRose,0.02,2011,FALSE
17800,Princess Isabella: A Witch's Curse,princess-isabella-a-witchs-curse,Adventure,E,nintendo,destineer,Gogii Games,0.02,2010,FALSE
17801,Ruff Trigger: The Vanocore Conspiracy,ruff-trigger-the-vanocore-conspiracy,Platform,E10,playstation,natsume,Playstos Entertainment,0.02,2006,FALSE
17802,Bakumatsu Rock: Ultra Soul,bakumatsu-rock-ultra-soul,Misc,unrated,playstation,marvelous interactive,Marvelous Interactive,0.02,2014,FALSE
17803,Thomas & Friends: Hero of the Rails,thomas-amp-friends-hero-of-the-rails,Misc,E,nintendo,majesco,Barnstorm Games,0.02,2010,FALSE
17804,Touhou Genso Wanderer Reloaded,touhou-genso-wanderer-reloaded,Role-Playing,T,nintendo,nis america,AQUA STYLE,0.02,2018,TRUE
17805,Carmageddon: Max Damage,carmageddon-max-damage,Action,unrated,playstation,stainless games,Stainless Games,0.02,2016,FALSE
17806,Cladun Returns: This Is Sengoku!,cladun-returns-this-is-sengoku,Action,unrated,playstation,nippon ichi software,Nippon Ichi Software,0.02,2017,FALSE
17807,Kamigami no Asobi InFinite,kamigami-no-asobi-infinite,Adventure,unrated,playstation,broccoli,Unknown,0.02,2016,FALSE
17808,PDC World Championship Darts: Pro Tour,pdc-world-championship-darts-pro-tour,Sports,unrated,xbox,o-games,O-Games,0.02,2010,FALSE
17809,Samurai & Dragons,samurai-amp-dragons,Misc,unrated,playstation,sega,Unknown,0.02,2012,TRUE
17810,Silent Bomber,silent-bomber,Action,T,playstation,bandai,CyberConnect2,0.02,2000,FALSE
17811,Elminage Original: Majo to Megami to Kamigami no Yubiwa,elminage-original-majo-to-megami-to-kamigami-no-yubiwa,Role-Playing,unrated,playstation,starfish,Starfish SD,0.02,2011,FALSE
17812,Runaway: A Twist of Fate,runaway-a-twist-of-fate,Adventure,T,other,unknown,Pendulo Studios,0.02,2011,FALSE
17813,Harukanaru Toki no Naka de 6,harukanaru-toki-no-naka-de-6,Adventure,unrated,playstation,tecmo koei,Ruby Party,0.02,2015,FALSE
17814,TalkMan,talkman,Misc,unrated,playstation,sony computer entertainment,Sony Computer Entertainment,0.02,2006,FALSE
17815,XGRA: Extreme G Racing Association,xgra-extreme-g-racing-association,Racing,T,xbox,acclaim entertainment,Acclaim Studios Cheltenham,0.02,2003,FALSE
17816,Cars 3: Driven to Win,cars-3-driven-to-win,Racing,E10,xbox,warner bros. interactive entertainment,Avalanche Software,0.02,2017,FALSE
17817,Uta no * Prince-Sama,uta-no-prince-sama,Adventure,unrated,playstation,broccoli,Broccoli,0.02,2010,FALSE
17818,Elminage Gothic: Ulm Zakir to Yami no Gishiki,elminage-gothic-ulm-zakir-to-yami-no-gishiki,Misc,unrated,playstation,starfish,Unknown,0.02,2012,FALSE
17819,Kujiragami no Tearstilla,kujiragami-no-tearstilla,Action,unrated,playstation,piacci,Unknown,0.02,2016,FALSE
17820,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,planetarium-creator-ohira-takayuki-kanshuu-homestar-portable-21st-century-star-navigator,Misc,unrated,playstation,sega,Sega,0.02,2006,TRUE
17821,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,crayon-shin-chan-uchuu-de-achoo-yuujou-no-oba-karate,Action,unrated,nintendo,bandai,Bandai Namco Games,0.02,2011,FALSE
17822,Hakuoki: Yuugi Roku - Taishitachi no Daienkai,hakuoki-yuugi-roku-taishitachi-no-daienkai,Adventure,unrated,playstation,idea factory,Unknown,0.02,2016,FALSE
17823,Mushishi: Amefuru Sato,mushishi-amefuru-sato,Simulation,unrated,other,marvelous interactive,Tenky,0.02,2008,FALSE
17824,Arcana Famiglia: Vascello Phantasma no Majutsushi,arcana-famiglia-vascello-phantasma-no-majutsushi,Misc,unrated,playstation,comfort,Unknown,0.02,2012,FALSE
17825,The Legend of Heroes VI: Sora no Kiseki Second Chapter,the-legend-of-heroes-vi-sora-no-kiseki-second-chapter,Misc,unrated,playstation,falcom corporation,Unknown,0.02,2013,FALSE
17826,Motocross Mania 3,motocross-mania-3,Racing,T,xbox,2k games,Deibus Studios,0.02,2005,FALSE
17827,ESPN MLS ExtraTime 2002,espn-mls-extratime-2002,Sports,E,nintendo,konami,Konami Computer Entertainment America,0.02,2002,TRUE
17828,Winning Post 7: Maximum 2007,winning-post-7-maximum-2007,Sports,unrated,playstation,koei,Koei,0.02,2007,FALSE
17829,Painkiller,painkiller,Shooter,M,pc,dreamcatcher interactive,People Can Fly,0.02,2004,FALSE
17830,Psychedelica of the Black Butterfly,psychedelica-of-the-black-butterfly,Action,unrated,playstation,aksys games,Otomate,0.02,2018,TRUE
17831,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,strike-witches-anata-to-dekiru-koto-a-little-peaceful-days,Action,unrated,playstation,russel,Russel,0.02,2010,FALSE
17832,Garfield Gets Real,garfield-gets-real,Action,E,other,unknown,PAWS,0.02,2009,FALSE
17833,Vitamin R,vitamin-r,Misc,unrated,playstation,d3publisher,Unknown,0.02,2013,FALSE
17834,Fist of the North Star: Ken's Rage 2,fist-of-the-north-star-kens-rage-2,Action,M,nintendo,tecmo koei,Koei,0.02,2013,FALSE
17835,Armello,armello,Strategy,E10,playstation,league of geeks,League of Geeks,0.02,2018,FALSE
17836,Puzzle City,puzzle-city,Puzzle,E,other,destineer,eGames/Techfront,0.02,2009,FALSE
17837,Valthirian Arc: Hero School Story,valthirian-arc-hero-school-story,Role-Playing,unrated,playstation,pqube,Agate Studio,0.02,2018,FALSE
