rank,name,basename,genre,esrb_rating,platform,publisher,developer,pal_sales,year
17139,Captain Morgane and the Golden Turtle,captain-morgane-and-the-golden-turtle,Adventure,unrated,other,Reef Entertainment,WizarBox,0.02,2012
17140,HotBrain,hotbrain,Puzzle,E,other,Midway Games,Midway Studios San Diego,0,2007
17144,World War II Combat: Road To Berlin,world-war-ii-combat-road-to-berlin,Shooter,M,xbox,Groove Games,Direct Action Games,0.01,2006
17145,Metal Saga,metal-saga,Role-Playing,T,other,Atlus,Createch,0.01,2006
17146,Guild Wars: Nightfall,guild-wars-nightfall,Role-Playing,T,pc,NCSoft,ArenaNet,0.02,2006
17154,Darksiders: Warmastered Edition,darksiders-warmastered-edition,Action-Adventure,M,nintendo,THQ Nordic,Kaiko,0.01,2017
17157,Bookworm,bookworm,Puzzle,E,nintendo,Majesco,PopCap,0.01,2004
17159,Kawasaki Snowmobiles,kawasaki-snowmobiles,Racing,E,nintendo,Destineer,Data Design Interactive,0,2008
17163,Jewel Quest 5: The Sleepless Star,jewel-quest-5-the-sleepless-star,Puzzle,E,other,Tulip Games,Engine Software,0.02,2013
17167,Let's Play Ballerina,lets-play-ballerina,Sports,E,nintendo,Deep Silver,ZigZagIsland,0,2010
17169,My Animal Centre,my-animal-centre,Simulation,unrated,nintendo,Deep Silver,Braingame,0.02,2009
17172,Battlefield 1942,battlefield-1942,Shooter,T,pc,Electronic Arts,Digital Illusions CE,0.02,2002
17173,The King of Fighters: Maximum Impact - Maniax,the-king-of-fighters-maximum-impact-maniax,Fighting,T,xbox,SNK Playmore,SNK Playmore Corporation,0.01,2005
17179,Open Season,open-season,Platform,E10,other,Ubisoft,Ubisoft Montreal,0.01,2006
17183,Disney Planes Fire & Rescue,disney-planes-fire-amp-rescue,Action,E,nintendo,Disney Interactive Studios,Little Orbit,0.01,2014
17187,Air Conflicts: Secret Wars,air-conflicts-secret-wars,Simulation,T,pc,bitComposer Games,Games Farm,0.02,2011
17188,The Sims 2: Bon Voyage,the-sims-2-bon-voyage,Simulation,T,pc,Electronic Arts,Maxis,0.01,2007
17191,Star Wars The Clone Wars: Republic Heroes,star-wars-the-clone-wars-republic-heroes,Action,T,pc,LucasArts,Krome Studios,0.02,2009
17194,Battlefield 2142,battlefield-2142,Shooter,T,pc,Electronic Arts,Digital Illusions CE,0.02,2006
17195,Pitball,pitball,Sports,unrated,other,Accolade,Time Warner Interactive,0.01,1996
17197,Combat Wings: The Great Battles of WWII,combat-wings-the-great-battles-of-wwii,Simulation,T,nintendo,City Interactive,City Interactive,0,2014
17199,Judge Dredd: Dredd Vs Death,judge-dredd-dredd-vs-death,Shooter,M,other,Evolved Games,Rebellion Developments,0.01,2005
17203,Ducati Moto,ducati-moto,Racing,E,other,Vir2L Studios,4J Studios,0,2008
17204,RollerCoaster Tycoon 2: Triple Thrill Pack,rollercoaster-tycoon-2-triple-thrill-pack,Strategy,E,pc,Atari,Frontier Developments,0.02,2003
17205,Drome Racers,drome-racers,Racing,E,nintendo,THQ,Mobius Entertainment,0.01,2003
17209,Moto Racer DS,moto-racer-ds,Racing,E,other,SouthPeak Interactive,Artefacts Studio,0.02,2010
17213,X-Men Origins: Wolverine - Uncaged Edition,x-men-origins-wolverine-uncaged-edition,Action,M,pc,Activision,Raven Software,0,2009
17214,Star Wars: Empire at War - Forces of Corruption,star-wars-empire-at-war-forces-of-corruption,Strategy,T,pc,LucasArts,Petroglyph Games,0.02,2006
17215,Bode Miller Alpine Skiing,bode-miller-alpine-skiing,Sports,E,other,Valcon Games,49Games,0.01,2006
17217,Omega Quintet,omega-quintet,Role-Playing,T,other,Compile Heart,Compile Heart,0,2015
17218,Borderlands: Game of the Year Edition,borderlands-game-of-the-year-edition,Shooter,M,pc,2K Games,Gearbox Software,0.02,2010
17219,Divinity II: Flames of Vengeance,divinity-ii-flames-of-vengeance,Role-Playing,M,pc,DTP Entertainment,Larian Studios,0.02,2010
17221,R-Type Delta,r-type-delta,Shooter,E,other,Irem Software Engineering,Irem Software Engineering,0.01,1999
17225,Bully: Scholarship Edition,bully-scholarship-edition,Action,T,pc,Rockstar Games,Rockstar Vancouver/Mad Doc Software,0.02,2008
17227,QUIZ PARTY,quiz-party,Misc,unrated,nintendo,CK Games,WizarBox,0.02,2012
17230,Tank Beat,tank-beat,Strategy,E10,other,O~3 Entertainment,MileStone Inc.,0.01,2007
17233,Lost Planet 2,lost-planet-2,Shooter,T,pc,Capcom,Capcom,0.02,2010
17236,Petz: Dolphinz Encounter,petz-dolphinz-encounter,Simulation,E,other,Ubisoft,Magic Pockets,0.01,2009
17237,War Gods,war-gods,Fighting,M,other,Midway Games,Midway Games,0.01,1997
17251,Dungeon Siege II,dungeon-siege-ii,Role-Playing,M,pc,Microsoft Game Studios,Gas Powered Games,0.02,2005
17254,Rugby League Live 3,rugby-league-live-3,Sports,unrated,other,Tru Blu Entertainment,Big Ant Studios,0.02,2015
17255,Viva Pinata,viva-pinata,Simulation,E,pc,Microsoft Game Studios,Rare Ltd.,0.02,2007
17258,Who Wants to be a Millionaire: 2nd Edition,who-wants-to-be-a-millionaire-2nd-edition,Misc,unrated,nintendo,Ubisoft,Route 1 Games,0.02,2008
17259,ZooCube,zoocube,Puzzle,E,nintendo,Acclaim Entertainment,PuzzleKings,0,2002
17260,Spy Hunter / Super Sprint,spy-hunter,Racing,E,nintendo,DSI Games,DSI Games,0.01,2005
17265,Room Zoom: Race for Impact,room-zoom-race-for-impact,Racing,E,xbox,Jaleco,Blade Interactive,0.01,2004
17267,Tube Slider,tube-slider,Racing,E,nintendo,NEC Interchannel,"Nd Cube Co., Ltd.",0,2003
17273,SWAT 4,swat-4,Shooter,M,pc,Sierra Entertainment,Irrational Games,0.02,2005
17274,Cars 3: Driven to Win,cars-3-driven-to-win,Racing,E10,nintendo,Warner Bros. Interactive Entertainment,Avalanche Software,0,2017
17276,Neverwinter Nights Diamond,neverwinter-nights-diamond,Role-Playing,M,pc,Atari,BioWare Corp.,0.02,2005
17279,Syberia,syberia,Adventure,T,nintendo,Microids,Microids,0.02,2017
17283,Stake: Fortune Fighters,stake-fortune-fighters,Fighting,T,xbox,Metro 3D,Gameness Art Software,0.01,2003
17284,Serious Sam Advance,serious-sam-advance,Shooter,M,nintendo,Global Star Software,Climax Group,0.01,2004
17286,Battlestations: Pacific,battlestations-pacific,Strategy,T,pc,Eidos Interactive,Eidos Studios Hungary,0.02,2009
17289,Alien Breed Trilogy,alien-breed-trilogy,Shooter,unrated,xbox,Mastertronic,Team17 Software,0.02,2011
17291,88 Heroes: 98 Heroes Edition,88-heroes-98-heroes-edition,Action,E10,nintendo,Rising Star Games,Bitmap Bureau,0.02,2017
17294,Road Trip: The Arcade Edition,road-trip-the-arcade-edition,Racing,E,nintendo,Conspiracy Entertainment,Hudson Soft,0,2004
17296,ParaWorld,paraworld,Strategy,T,pc,Aspyr,SEK Ost,0.02,2006
17299,Cold War,cold-war,Shooter,T,xbox,DreamCatcher Interactive,Mindware Studios,0.01,2005
17302,Steel Battalion: Line of Contact,steel-battalion-line-of-contact,Simulation,T,xbox,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",0.01,2004
17303,Captain Morgane and the Golden Turtle,captain-morgane-and-the-golden-turtle,Adventure,unrated,pc,Reef Entertainment,WizarBox,0.02,2012
17305,Winx Club: Rockstars,winx-club-rockstars,Adventure,unrated,other,Namco Bandai,RIZ Inc.,0.02,2010
17307,NBA Starting Five,nba-starting-five,Sports,E,xbox,Konami,Konami,0.01,2002
17308,Spy Hunter: Nowhere To Run,spy-hunter-nowhere-to-run,Racing,T,other,Midway Games,Terminal Reality,0.01,2006
17310,Carmen Sandiego: The Secret of the Stolen Drums,carmen-sandiego-the-secret-of-the-stolen-drums,Adventure,E,xbox,BAM! Entertainment,Artificial Mind and Movement,0.01,2004
17311,Disney's Magical Quest 3 Starring Mickey and Donald,disneys-magical-quest-3-starring-mickey-and-donald,Action,E,nintendo,Capcom,Capcom Entertainment,0.01,2005
17312,Magicka Collection,magicka-collection,Adventure,T,pc,Paradox Interactive,Paradox Interactive,0.02,2011
17315,"Ed, Edd n Eddy: The Mis-Edventures","edd n eddy the mis-edventures""",Platform,E,xbox,Midway Games,A2M,0.01,2005
17317,Capcom Digital Collection,capcom-digital-collection,Misc,unrated,xbox,Capcom,Unknown,0.01,2012
17322,PopCap Hits! Vol 2,popcap-hits-vol-2,Misc,unrated,xbox,Mastertronic,PopCap Games,0.02,2011
17325,F1 2017,f1-2017,Racing,E,pc,Deep Silver,Codemasters,0.02,2017
17328,Republique,republique,Action-Adventure,M,other,GungHo Online Entertainment,Camouflaj,0.01,2016
17331,Pony Luv,pony-luv,Simulation,E,other,Aspyr,Gogii Games,0,2008
17334,Ty the Tasmanian Tiger 3: Night of the Quinkan,ty-the-tasmanian-tiger-3-night-of-the-quinkan,Action,E10,xbox,Activision,Krome Studios,0.01,2005
17335,AMF Xtreme Bowling,amf-xtreme-bowling,Sports,E,other,Mud Duck Productions,Mud Duck Productions,0.01,2006
17336,Bomberman Fantasy Race,bomberman-fantasy-race,Racing,E,other,Atlus,Graphic Research,0.01,1999
17337,Dance Dance Revolution: Hottest Party 5,dance-dance-revolution-hottest-party-5,Misc,unrated,nintendo,Konami,Konami,0.02,2011
17338,Total Overdose: A Gunslinger's Tale in Mexico,total-overdose-a-gunslingers-tale-in-mexico,Shooter,M,xbox,Eidos Interactive,Deadline Games,0.01,2005
17341,Colin McRae Rally 2.0,colin-mcrae-rally-20,Racing,E,nintendo,Codemasters,Codemasters,0.01,2002
17342,Bugriders: The Race of Kings,bugriders-the-race-of-kings,Racing,E,other,GT Interactive,n-Space,0.01,1997
17345,Sheep,sheep,Strategy,E,other,Empire Interactive,Minds-Eye,0.01,2000
17348,Super Stardust Ultra VR,super-stardust-ultra-vr,Shooter,unrated,other,Sony Interactive Entertainment,d3t Ltd,0.02,2016
17350,TV Total Events,tv-total-events,Misc,unrated,nintendo,7G//AMES,7G//AMES,0.02,2011
17356,AirForce Delta Storm,airforce-delta-storm,Shooter,E,nintendo,Konami,Konami,0.01,2002
17357,Peter Pan in Disney's Return to Never Land,peter-pan-in-disneys-return-to-never-land,Platform,E,other,Sony Computer Entertainment,Doki Denki,0.01,2002
17360,Jurassic Park: Operation Genesis,jurassic-park-operation-genesis,Simulation,T,pc,VU Games,Blue Tongue,0.02,2003
17367,IL-2 Sturmovik: Forgotten Battles,il-2-sturmovik-forgotten-battles,Simulation,T,pc,Ubisoft,1C: Maddox Games,0.02,2003
17369,Future Tactics: The Uprising,future-tactics-the-uprising,Strategy,T,nintendo,Crave Entertainment,Zed Two Limited,0,2004
17370,The Lord of the Rings: Conquest,the-lord-of-the-rings-conquest,Action,T,pc,Electronic Arts,Pandemic Studios,0.02,2009
17371,Kensei: Sacred Fist,kensei-sacred-fist,Fighting,T,other,Konami,Konami,0.01,1998
17374,George of the Jungle and the Search for the Secret,george-of-the-jungle-and-the-search-for-the-secret,Platform,E,nintendo,Crave Entertainment,Crave Entertainment,0,2008
17377,Neverwinter Nights 2,neverwinter-nights-2,Role-Playing,T,pc,Atari,Obsidian Entertainment,0.02,2006
17380,Farm Frenzy 3,farm-frenzy-3,Puzzle,unrated,other,Unknown,Easy Interactive,0.02,2011
17385,The Settlers: Rise of an Empire,the-settlers-rise-of-an-empire,Strategy,unrated,pc,Ubisoft,Blue Byte,0.01,2007
17388,Rengoku II: The Stairway To H.E.A.V.E.N.,rengoku-ii-the-stairway-to-heaven,Action,T,other,Konami,Neverland,0,2006
17390,Shanghai: True Valor,shanghai-true-valor,Puzzle,E,other,Sunsoft,SunSoft,0.01,1999
17391,Supermodel Makeover by Lauren Luke,supermodel-makeover-by-lauren-luke,Simulation,unrated,other,Avanquest,Avanquest Software,0.02,2009
17393,Jewel Match 2,jewel-match-2,Puzzle,unrated,other,Unknown,PlayV,0.02,2008
17395,Thunderbirds,thunderbirds,Action,E,nintendo,Vivendi Games,Saffire Corporation,0.01,2004
17396,Tropico Reloaded,tropico-reloaded,Strategy,T,pc,Kalypso,Kalypso,0.02,2009
17399,Captain Morgane and the Golden Turtle,captain-morgane-and-the-golden-turtle,Adventure,unrated,other,Reef Entertainment,WizarBox,0.02,2012
17407,Total Immersion Racing,total-immersion-racing,Racing,E,xbox,Empire Interactive,Razorworks Studios,0.01,2002
17409,Board Game: Top Shop,board-game-top-shop,Misc,E,other,A1 Games,KID,0.01,1999
17414,Crazy Machines,crazy-machines,Puzzle,E,nintendo,Mentor Interactive,FAKT Software GmBH,0.01,2011
17415,Puppet Show 3: Lost Town,puppet-show-3-lost-town,Puzzle,unrated,pc,Focus Home Interactive,Big Fish Games,0.02,2011
17419,DemiKids: Dark Version,demikids-dark-version,Role-Playing,E,nintendo,Atlus,Atlus Co.,0.01,2003
17420,Catan,catan,Strategy,unrated,other,CDV Software Entertainment,USM,0.02,2009
17422,Blender Bros.,blender-bros,Platform,E,nintendo,Atari,Hudson,0.01,2002
17423,Chili Con Carnage,chili-con-carnage,Shooter,M,other,Eidos Interactive,Deadline Games,0.02,2007
17425,DemiKids: Light Version,demikids-light-version,Role-Playing,E,nintendo,Atlus,Atlus Co.,0.01,2003
17429,World Series of Poker 2008: Battle for the Bracelets,world-series-of-poker-2008-battle-for-the-bracelets,Action,T,other,Activision,Left Field Productions,0,2007
17430,Ghost Pirates of Vooju Island,ghost-pirates-of-vooju-island,Adventure,unrated,pc,DTP Entertainment,Autumn Moon,0.02,2009
17432,Bottom of the 9th '97,bottom-of-the-9th-97,Sports,E,other,Konami,Konami,0.01,1997
17433,G1 Jockey Wii,g1-jockey-wii,Sports,unrated,nintendo,KOEI,Koei/Inis,0.01,2007
17436,Demigod,demigod,Strategy,T,pc,Atari,Gas Powered Games,0.02,2009
17438,Warhammer Online: Age of Reckoning,warhammer-online-age-of-reckoning,Role-Playing,T,pc,Electronic Arts,Mythic,0.02,2008
17440,Stronghold 2 Deluxe,stronghold-2-deluxe,Strategy,unrated,pc,2K Games,FireFly Studios,0.02,2005
17443,L.A. Noire: The Complete Edition,la-noire-the-complete-edition,Adventure,M,other,Rockstar Games,Rockstar Leeds,0.02,2011
17444,Rapala for Kinect,rapala-for-kinect,Sports,E,xbox,Activision,Activision,0.02,2011
17447,Totally Spies! 2: Undercover,totally-spies-2-undercover,Action,E10,other,Atari,Mistic Software,0.01,2006
17448,Bomberman Story DS,bomberman-story-ds,Role-Playing,unrated,other,Rising Star,Hudson Soft,0,2008
17450,Vampire Mansion: Linda Hyde,vampire-mansion-linda-hyde,Adventure,unrated,other,Unknown,Easy Interactive,0.02,2011
17451,RayCrisis: Series Termination,raycrisis-series-termination,Shooter,E,other,Working Designs,Taito Corporation,0.01,2000
17452,DiRT,dirt,Racing,E,pc,Codemasters,Codemasters,0.02,2007
17454,Spirits and Demons: 5 Game Pack,spirits-and-demons-5-game-pack,Misc,unrated,pc,Focus Multimedia,Unknown,0.02,2015
17459,Toxic Grind,toxic-grind,Sports,T,xbox,THQ,Blue Shift,0,2002
17460,American McGee presents ScrapLand,american-mcgee-presents-scrapland,Adventure,T,xbox,Enlight,Mercury Steam Entertainment,0,2005
17464,Serious Sam HD: The First and Second Encounters,serious-sam-hd-the-first-and-second-encounters,Shooter,unrated,xbox,Mastertronic,Croteam,0.02,2011
17466,Pharaoh,pharaoh,Strategy,unrated,pc,Sierra Entertainment,Impressions Games,0.02,1999
17467,Quantum Break,quantum-break,Action,M,pc,THQ Nordic,Remedy Entertainment,0.02,2016
17468,Star Trek Online,star-trek-online,Role-Playing,T,pc,Atari,Cryptic Studios,0.02,2010
17469,Rugby League Live 4,rugby-league-live-4,Sports,unrated,xbox,Tru Blu Entertainment,Big Ant Studios,0.02,2017
17472,Sniper Elite V2,sniper-elite-v2,Shooter,M,nintendo,505 Games,Rebellion Developments,0.02,2013
17475,F1 Race Stars,f1-race-stars,Racing,E,pc,Codemasters,Codemasters Birmingham,0.02,2012
17480,Cities XL 2011,cities-xl-2011,Simulation,E,pc,Focus Home Interactive,Monte Cristo Multimedia,0.02,2010
17482,Big Idea's VeggieTales: LarryBoy and the Bad Apple,big-ideas-veggietales-larryboy-and-the-bad-apple,Action,E,other,Crave Entertainment,Papaya Studios,0.01,2006
17484,Zumba Fitness: World Party,zumba-fitness-world-party,Misc,E,xbox,Unknown,Zoe Mode,0.02,2006
17487,Stronghold Crusader Extreme,stronghold-crusader-extreme,Strategy,T,pc,Gamecock,FireFly Studios,0.02,2008
17490,Samurai Shodown V,samurai-shodown-v,Fighting,T,xbox,SNK Playmore,Yuki Enterprise,0,2006
17491,Summon Night: Swordcraft Story,summon-night-swordcraft-story,Role-Playing,E10,nintendo,Atlus,Flight-Plan,0.01,2006
17494,Fishdom 2 Deluxe,fishdom-2-deluxe,Puzzle,unrated,pc,Rondomedia,Playrix Entertainment,0.02,2010
17497,Pro Fishing Challenge,pro-fishing-challenge,Sports,E,xbox,Atlus,Opus Studio,0,2004
17498,Franklin's Great Adventures,franklins-great-adventures,Action,E,other,Game Factory,Neko Entertainment,0,2006
17501,Ice Age: Dawn of the Dinosaurs,ice-age-dawn-of-the-dinosaurs,Platform,E10,pc,Activision,Eurocom Entertainment Software,0,2009
17506,Kawasaki Jet Ski,kawasaki-jet-ski,Racing,E,nintendo,Destineer,Data Design Interactive,0,2008
17509,Ceville,ceville,Adventure,unrated,pc,Kalypso,Realmforge Studios,0.02,2009
17510,Europa Universalis III Complete,europa-universalis-iii-complete,Strategy,E10,pc,Paradox Interactive,Paradox Interactive,0.02,2008
17511,Rule of Rose,rule-of-rose,Action,M,other,Atlus,Punchline / Shirogumi,0.01,2006
17514,RedCard 20-03,redcard-20-03,Sports,E,nintendo,Midway Games,Point of View,0,2002
17515,Freestyle Metal X,freestyle-metal-x,Racing,T,xbox,Midway Games,Deibus Studios,0,2003
17518,The Professor's Brain Trainer: Logic,the-professors-brain-trainer-logic,Puzzle,unrated,other,505 Games,Interchannel,0,2006
17521,Shonen Jump's One Piece: Grand Adventure,shonen-jumps-one-piece-grand-adventure,Fighting,T,other,Namco Bandai,Ganbarion,0.01,2006
17522,Tom Clancy's Rainbow Six: Vegas 2,tom-clancys-rainbow-six-vegas-2,Shooter,M,pc,Ubisoft,Ubisoft Montreal,0.02,2008
17524,Pac-Man World Rally,pac-man-world-rally,Racing,E,other,Namco Bandai,Smart Bomb Interactive,0.01,2006
17526,Rugby League Team Manager 2015,rugby-league-team-manager-2015,Sports,unrated,pc,Alternative Software,Alternative Software,0.02,2015
17527,Broken Sword 5: The Serpent's Curse,broken-sword-5-the-serpents-curse,Adventure,M,xbox,Revolution Software,Revolution Software,0.02,2015
17528,Natalie Brooks: Mystery at Hillcrest High,natalie-brooks-mystery-at-hillcrest-high,Misc,unrated,other,Licensed 4U,Unknown,0.02,2012
17531,Tropico 4: Modern Times,tropico-4-modern-times,Misc,unrated,pc,Kalypso Media,Unknown,0.02,2012
17532,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,mind-your-language-learn-english,Misc,unrated,other,PlayV,PlayV,0.02,2009
17534,Kung Fu Panda,kung-fu-panda,Platform,E10,pc,Activision,Beenox,0.02,2008
17536,Brothers in Arms: Hell's Highway,brothers-in-arms-hells-highway,Shooter,M,pc,Ubisoft,Gearbox Software,0.02,2008
17537,Rugby World Cup 2015,rugby-world-cup-2015,Sports,unrated,xbox,Big Ben Interactive,HB Studios,0.02,2015
17539,NFL Blitz Pro,nfl-blitz-pro,Sports,E,nintendo,Midway Games,Point of View,0,2003
17540,The Crew: Wild Run,the-crew-wild-run,Racing,T,xbox,Ubisoft,Ivory Tower,0.02,2015
17543,Commandos: Strike Force,commandos-strike-force,Shooter,T,xbox,Eidos Interactive,Pyro Studios,0,2006
17545,Jojo's Bizarre Adventure,jojos-bizarre-adventure,Fighting,T,other,Capcom,Capcom,0.01,2000
17548,18 Wheels of Steel: Extreme Trucker,18-wheels-of-steel-extreme-trucker,Racing,E,pc,ValuSoft,SCS Software,0.02,2009
17549,Evolution Snowboarding,evolution-snowboarding,Sports,T,other,Konami,Konami Computer Entertainment Osaka,0.01,2002
17551,Zathura,zathura,Adventure,E10,xbox,2K Games,High Voltage Software,0,2005
17553,Falcon 4.0: Allied Force,falcon-40-allied-force,Simulation,T,pc,Graphsim Entertainment,Lead Pursuit,0.02,2005
17554,GT Legends,gt-legends,Racing,E,pc,Viva Media,SimBin,0.02,2006
17556,Need for Speed: Payback,need-for-speed-payback,Racing,T,pc,Electronic Arts,Ghost Games,0.02,2017
17561,Castlevania: Lords of Shadow - Reverie,castlevania-lords-of-shadow-reverie,Action,M,xbox,Konami,Mercury Steam,0,2011
17562,Plants vs Zombies: Garden Warfare,plants-vs-zombies-garden-warfare,Shooter,E10,pc,Electronic Arts,PopCap Games,0.02,2014
17571,Puzzle Challenge: Crosswords and More!,puzzle-challenge-crosswords-and-more,Puzzle,E,other,Crave Entertainment,Supersonic Software,0.01,2006
17573,Muppets Party Cruise,muppets-party-cruise,Misc,E,nintendo,TDK Mediactive,Mass Media,0,2003
17584,Serious Sam: Next Encounter,serious-sam-next-encounter,Shooter,M,nintendo,Global Star Software,Climax Group,0,2004
17585,Casper's Scare School: Classroom Capers,caspers-scare-school-classroom-capers,Adventure,E,other,Crave Entertainment,Nikitova Games,0,2010
17587,The Settlers IV,the-settlers-iv,Strategy,E,pc,Blue Byte,Blue Byte,0.02,2001
